,avg_drop,avg_gross,best_gross,best_movie,best_pcttotal,month,month_name,num_movies,pctyr_totalgross,total_tickets,year
1537,-45.1%,$124.8,$304.4,Skyfall,22.2%,9,NOVEMBER,11,12.8%,"$1,372.8",2012
1538,-42.1%,$43.0,$139.9,Taken 2,21.7%,9,OCTOBER,15,6.0%,$645.5,2012
1539,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,9,SEPTEMBER,13,4.3%,$460.3,2012
1540,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,9,AUGUST,17,7.0%,$752.2,2012
1541,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,9,JULY,8,9.7%,"$1,031.3",2012
1542,-50.3%,$94.1,$237.3,Brave,18.0%,9,JUNE,14,12.3%,"$1,317.3",2012
1543,-47.9%,$139.1,$623.4,The Avengers,56.0%,9,MAY,8,10.4%,"$1,112.9",2012
1544,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,9,APRIL,13,4.6%,$493.8,2012
1545,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,9,MARCH,10,10.1%,"$1,075.4",2012
1546,-46.0%,$57.0,$126.4,Safe House,15.8%,9,FEBRUARY,14,7.5%,$797.7,2012
1547,-42.2%,$39.8,$66.5,Contraband,11.9%,9,JANUARY,14,5.2%,$556.8,2012
1548,-14.0%,$97.1,$303.0,The Hobbit,28.4%,10,DECEMBER,11,10.0%,"$1,068.4",2012
1549,-45.1%,$124.8,$304.4,Skyfall,22.2%,10,NOVEMBER,11,12.8%,"$1,372.8",2012
1550,-42.1%,$43.0,$139.9,Taken 2,21.7%,10,OCTOBER,15,6.0%,$645.5,2012
1551,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,10,SEPTEMBER,13,4.3%,$460.3,2012
1552,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,10,AUGUST,17,7.0%,$752.2,2012
1553,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,10,JULY,8,9.7%,"$1,031.3",2012
1554,-50.3%,$94.1,$237.3,Brave,18.0%,10,JUNE,14,12.3%,"$1,317.3",2012
1555,-47.9%,$139.1,$623.4,The Avengers,56.0%,10,MAY,8,10.4%,"$1,112.9",2012
1556,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,10,APRIL,13,4.6%,$493.8,2012
1557,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,10,MARCH,10,10.1%,"$1,075.4",2012
1558,-46.0%,$57.0,$126.4,Safe House,15.8%,10,FEBRUARY,14,7.5%,$797.7,2012
1559,-42.2%,$39.8,$66.5,Contraband,11.9%,10,JANUARY,14,5.2%,$556.8,2012
1560,-14.0%,$97.1,$303.0,The Hobbit,28.4%,11,DECEMBER,11,10.0%,"$1,068.4",2012
1561,-45.1%,$124.8,$304.4,Skyfall,22.2%,11,NOVEMBER,11,12.8%,"$1,372.8",2012
1562,-42.1%,$43.0,$139.9,Taken 2,21.7%,11,OCTOBER,15,6.0%,$645.5,2012
1563,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,11,SEPTEMBER,13,4.3%,$460.3,2012
1564,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,11,AUGUST,17,7.0%,$752.2,2012
1565,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,11,JULY,8,9.7%,"$1,031.3",2012
1566,-50.3%,$94.1,$237.3,Brave,18.0%,11,JUNE,14,12.3%,"$1,317.3",2012
1567,-47.9%,$139.1,$623.4,The Avengers,56.0%,11,MAY,8,10.4%,"$1,112.9",2012
1568,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,11,APRIL,13,4.6%,$493.8,2012
1569,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,11,MARCH,10,10.1%,"$1,075.4",2012
1570,-46.0%,$57.0,$126.4,Safe House,15.8%,11,FEBRUARY,14,7.5%,$797.7,2012
1571,-42.2%,$39.8,$66.5,Contraband,11.9%,11,JANUARY,14,5.2%,$556.8,2012
1572,-14.0%,$97.1,$303.0,The Hobbit,28.4%,12,DECEMBER,11,10.0%,"$1,068.4",2012
1573,-45.1%,$124.8,$304.4,Skyfall,22.2%,12,NOVEMBER,11,12.8%,"$1,372.8",2012
1574,-42.1%,$43.0,$139.9,Taken 2,21.7%,12,OCTOBER,15,6.0%,$645.5,2012
1575,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,12,SEPTEMBER,13,4.3%,$460.3,2012
1576,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,12,AUGUST,17,7.0%,$752.2,2012
1577,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,12,JULY,8,9.7%,"$1,031.3",2012
1578,-50.3%,$94.1,$237.3,Brave,18.0%,12,JUNE,14,12.3%,"$1,317.3",2012
1579,-47.9%,$139.1,$623.4,The Avengers,56.0%,12,MAY,8,10.4%,"$1,112.9",2012
1580,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,12,APRIL,13,4.6%,$493.8,2012
1581,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,12,MARCH,10,10.1%,"$1,075.4",2012
1582,-46.0%,$57.0,$126.4,Safe House,15.8%,12,FEBRUARY,14,7.5%,$797.7,2012
1583,-42.2%,$39.8,$66.5,Contraband,11.9%,12,JANUARY,14,5.2%,$556.8,2012
1584,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,1,DECEMBER,13,9.2%,$974.7,2013
1585,-42.4%,$100.0,$424.7,Catching Fire,28.3%,1,NOVEMBER,15,14.1%,"$1,500.0",2013
1586,-46.4%,$60.9,$274.1,Gravity,45.0%,1,OCTOBER,10,5.7%,$608.7,2013
1587,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,1,SEPTEMBER,11,4.5%,$476.5,2013
1588,-48.0%,$47.5,$150.4,We're the Millers,18.6%,1,AUGUST,17,7.6%,$807.6,2013
1589,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,1,JULY,13,12.0%,"$1,273.6",2013
1590,-51.0%,$121.9,$291.0,Man of Steel,23.9%,1,JUNE,10,11.5%,"$1,219.2",2013
1591,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,1,MAY,10,13.6%,"$1,450.0",2013
1592,-50.6%,$46.0,$95.0,42,23.0%,1,APRIL,9,3.9%,$414.0,2013
1593,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,1,MARCH,16,9.1%,$965.0,2013
1594,-46.6%,$47.4,$134.5,Identity Thief,25.8%,1,FEBRUARY,11,4.9%,$521.4,2013
1595,-52.3%,$35.7,$71.6,Mama,16.7%,1,JANUARY,12,4.0%,$428.3,2013
1596,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,2,DECEMBER,13,9.2%,$974.7,2013
1597,-42.4%,$100.0,$424.7,Catching Fire,28.3%,2,NOVEMBER,15,14.1%,"$1,500.0",2013
1598,-46.4%,$60.9,$274.1,Gravity,45.0%,2,OCTOBER,10,5.7%,$608.7,2013
1599,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,2,SEPTEMBER,11,4.5%,$476.5,2013
1600,-48.0%,$47.5,$150.4,We're the Millers,18.6%,2,AUGUST,17,7.6%,$807.6,2013
1601,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,2,JULY,13,12.0%,"$1,273.6",2013
1602,-51.0%,$121.9,$291.0,Man of Steel,23.9%,2,JUNE,10,11.5%,"$1,219.2",2013
1603,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,2,MAY,10,13.6%,"$1,450.0",2013
1604,-50.6%,$46.0,$95.0,42,23.0%,2,APRIL,9,3.9%,$414.0,2013
1605,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,2,MARCH,16,9.1%,$965.0,2013
1606,-46.6%,$47.4,$134.5,Identity Thief,25.8%,2,FEBRUARY,11,4.9%,$521.4,2013
1607,-52.3%,$35.7,$71.6,Mama,16.7%,2,JANUARY,12,4.0%,$428.3,2013
1608,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,3,DECEMBER,13,9.2%,$974.7,2013
1609,-42.4%,$100.0,$424.7,Catching Fire,28.3%,3,NOVEMBER,15,14.1%,"$1,500.0",2013
1610,-46.4%,$60.9,$274.1,Gravity,45.0%,3,OCTOBER,10,5.7%,$608.7,2013
1611,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,3,SEPTEMBER,11,4.5%,$476.5,2013
1612,-48.0%,$47.5,$150.4,We're the Millers,18.6%,3,AUGUST,17,7.6%,$807.6,2013
1613,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,3,JULY,13,12.0%,"$1,273.6",2013
1614,-51.0%,$121.9,$291.0,Man of Steel,23.9%,3,JUNE,10,11.5%,"$1,219.2",2013
1615,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,3,MAY,10,13.6%,"$1,450.0",2013
1616,-50.6%,$46.0,$95.0,42,23.0%,3,APRIL,9,3.9%,$414.0,2013
1617,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,3,MARCH,16,9.1%,$965.0,2013
1618,-46.6%,$47.4,$134.5,Identity Thief,25.8%,3,FEBRUARY,11,4.9%,$521.4,2013
1619,-52.3%,$35.7,$71.6,Mama,16.7%,3,JANUARY,12,4.0%,$428.3,2013
1620,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,4,DECEMBER,13,9.2%,$974.7,2013
1621,-42.4%,$100.0,$424.7,Catching Fire,28.3%,4,NOVEMBER,15,14.1%,"$1,500.0",2013
1622,-46.4%,$60.9,$274.1,Gravity,45.0%,4,OCTOBER,10,5.7%,$608.7,2013
1623,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,4,SEPTEMBER,11,4.5%,$476.5,2013
1624,-48.0%,$47.5,$150.4,We're the Millers,18.6%,4,AUGUST,17,7.6%,$807.6,2013
1625,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,4,JULY,13,12.0%,"$1,273.6",2013
1626,-51.0%,$121.9,$291.0,Man of Steel,23.9%,4,JUNE,10,11.5%,"$1,219.2",2013
1627,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,4,MAY,10,13.6%,"$1,450.0",2013
1628,-50.6%,$46.0,$95.0,42,23.0%,4,APRIL,9,3.9%,$414.0,2013
1629,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,4,MARCH,16,9.1%,$965.0,2013
1630,-46.6%,$47.4,$134.5,Identity Thief,25.8%,4,FEBRUARY,11,4.9%,$521.4,2013
1631,-52.3%,$35.7,$71.6,Mama,16.7%,4,JANUARY,12,4.0%,$428.3,2013
1632,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,5,DECEMBER,13,9.2%,$974.7,2013
1633,-42.4%,$100.0,$424.7,Catching Fire,28.3%,5,NOVEMBER,15,14.1%,"$1,500.0",2013
1634,-46.4%,$60.9,$274.1,Gravity,45.0%,5,OCTOBER,10,5.7%,$608.7,2013
1635,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,5,SEPTEMBER,11,4.5%,$476.5,2013
1636,-48.0%,$47.5,$150.4,We're the Millers,18.6%,5,AUGUST,17,7.6%,$807.6,2013
1637,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,5,JULY,13,12.0%,"$1,273.6",2013
1638,-51.0%,$121.9,$291.0,Man of Steel,23.9%,5,JUNE,10,11.5%,"$1,219.2",2013
1639,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,5,MAY,10,13.6%,"$1,450.0",2013
1640,-50.6%,$46.0,$95.0,42,23.0%,5,APRIL,9,3.9%,$414.0,2013
1641,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,5,MARCH,16,9.1%,$965.0,2013
1642,-46.6%,$47.4,$134.5,Identity Thief,25.8%,5,FEBRUARY,11,4.9%,$521.4,2013
1643,-52.3%,$35.7,$71.6,Mama,16.7%,5,JANUARY,12,4.0%,$428.3,2013
1644,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,6,DECEMBER,13,9.2%,$974.7,2013
1645,-42.4%,$100.0,$424.7,Catching Fire,28.3%,6,NOVEMBER,15,14.1%,"$1,500.0",2013
1646,-46.4%,$60.9,$274.1,Gravity,45.0%,6,OCTOBER,10,5.7%,$608.7,2013
1647,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,6,SEPTEMBER,11,4.5%,$476.5,2013
1648,-48.0%,$47.5,$150.4,We're the Millers,18.6%,6,AUGUST,17,7.6%,$807.6,2013
1649,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,6,JULY,13,12.0%,"$1,273.6",2013
1650,-51.0%,$121.9,$291.0,Man of Steel,23.9%,6,JUNE,10,11.5%,"$1,219.2",2013
1651,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,6,MAY,10,13.6%,"$1,450.0",2013
1652,-50.6%,$46.0,$95.0,42,23.0%,6,APRIL,9,3.9%,$414.0,2013
1653,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,6,MARCH,16,9.1%,$965.0,2013
1654,-46.6%,$47.4,$134.5,Identity Thief,25.8%,6,FEBRUARY,11,4.9%,$521.4,2013
1655,-52.3%,$35.7,$71.6,Mama,16.7%,6,JANUARY,12,4.0%,$428.3,2013
1656,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,7,DECEMBER,13,9.2%,$974.7,2013
1657,-42.4%,$100.0,$424.7,Catching Fire,28.3%,7,NOVEMBER,15,14.1%,"$1,500.0",2013
1658,-46.4%,$60.9,$274.1,Gravity,45.0%,7,OCTOBER,10,5.7%,$608.7,2013
1659,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,7,SEPTEMBER,11,4.5%,$476.5,2013
1660,-48.0%,$47.5,$150.4,We're the Millers,18.6%,7,AUGUST,17,7.6%,$807.6,2013
1661,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,7,JULY,13,12.0%,"$1,273.6",2013
1662,-51.0%,$121.9,$291.0,Man of Steel,23.9%,7,JUNE,10,11.5%,"$1,219.2",2013
1663,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,7,MAY,10,13.6%,"$1,450.0",2013
1664,-50.6%,$46.0,$95.0,42,23.0%,7,APRIL,9,3.9%,$414.0,2013
1665,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,7,MARCH,16,9.1%,$965.0,2013
1666,-46.6%,$47.4,$134.5,Identity Thief,25.8%,7,FEBRUARY,11,4.9%,$521.4,2013
1667,-52.3%,$35.7,$71.6,Mama,16.7%,7,JANUARY,12,4.0%,$428.3,2013
1668,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,8,DECEMBER,13,9.2%,$974.7,2013
1669,-42.4%,$100.0,$424.7,Catching Fire,28.3%,8,NOVEMBER,15,14.1%,"$1,500.0",2013
1670,-46.4%,$60.9,$274.1,Gravity,45.0%,8,OCTOBER,10,5.7%,$608.7,2013
1671,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,8,SEPTEMBER,11,4.5%,$476.5,2013
1672,-48.0%,$47.5,$150.4,We're the Millers,18.6%,8,AUGUST,17,7.6%,$807.6,2013
1673,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,8,JULY,13,12.0%,"$1,273.6",2013
1674,-51.0%,$121.9,$291.0,Man of Steel,23.9%,8,JUNE,10,11.5%,"$1,219.2",2013
1675,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,8,MAY,10,13.6%,"$1,450.0",2013
1676,-50.6%,$46.0,$95.0,42,23.0%,8,APRIL,9,3.9%,$414.0,2013
1677,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,8,MARCH,16,9.1%,$965.0,2013
1678,-46.6%,$47.4,$134.5,Identity Thief,25.8%,8,FEBRUARY,11,4.9%,$521.4,2013
1679,-52.3%,$35.7,$71.6,Mama,16.7%,8,JANUARY,12,4.0%,$428.3,2013
1680,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,9,DECEMBER,13,9.2%,$974.7,2013
1681,-42.4%,$100.0,$424.7,Catching Fire,28.3%,9,NOVEMBER,15,14.1%,"$1,500.0",2013
1682,-46.4%,$60.9,$274.1,Gravity,45.0%,9,OCTOBER,10,5.7%,$608.7,2013
1683,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,9,SEPTEMBER,11,4.5%,$476.5,2013
1684,-48.0%,$47.5,$150.4,We're the Millers,18.6%,9,AUGUST,17,7.6%,$807.6,2013
1685,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,9,JULY,13,12.0%,"$1,273.6",2013
1686,-51.0%,$121.9,$291.0,Man of Steel,23.9%,9,JUNE,10,11.5%,"$1,219.2",2013
1687,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,9,MAY,10,13.6%,"$1,450.0",2013
1688,-50.6%,$46.0,$95.0,42,23.0%,9,APRIL,9,3.9%,$414.0,2013
1689,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,9,MARCH,16,9.1%,$965.0,2013
1690,-46.6%,$47.4,$134.5,Identity Thief,25.8%,9,FEBRUARY,11,4.9%,$521.4,2013
1691,-52.3%,$35.7,$71.6,Mama,16.7%,9,JANUARY,12,4.0%,$428.3,2013
1692,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,10,DECEMBER,13,9.2%,$974.7,2013
1693,-42.4%,$100.0,$424.7,Catching Fire,28.3%,10,NOVEMBER,15,14.1%,"$1,500.0",2013
1694,-46.4%,$60.9,$274.1,Gravity,45.0%,10,OCTOBER,10,5.7%,$608.7,2013
1695,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,10,SEPTEMBER,11,4.5%,$476.5,2013
1696,-48.0%,$47.5,$150.4,We're the Millers,18.6%,10,AUGUST,17,7.6%,$807.6,2013
1697,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,10,JULY,13,12.0%,"$1,273.6",2013
1698,-51.0%,$121.9,$291.0,Man of Steel,23.9%,10,JUNE,10,11.5%,"$1,219.2",2013
1699,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,10,MAY,10,13.6%,"$1,450.0",2013
1700,-50.6%,$46.0,$95.0,42,23.0%,10,APRIL,9,3.9%,$414.0,2013
1701,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,10,MARCH,16,9.1%,$965.0,2013
1702,-46.6%,$47.4,$134.5,Identity Thief,25.8%,10,FEBRUARY,11,4.9%,$521.4,2013
1703,-52.3%,$35.7,$71.6,Mama,16.7%,10,JANUARY,12,4.0%,$428.3,2013
1704,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,11,DECEMBER,13,9.2%,$974.7,2013
1705,-42.4%,$100.0,$424.7,Catching Fire,28.3%,11,NOVEMBER,15,14.1%,"$1,500.0",2013
1706,-46.4%,$60.9,$274.1,Gravity,45.0%,11,OCTOBER,10,5.7%,$608.7,2013
1707,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,11,SEPTEMBER,11,4.5%,$476.5,2013
1708,-48.0%,$47.5,$150.4,We're the Millers,18.6%,11,AUGUST,17,7.6%,$807.6,2013
1709,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,11,JULY,13,12.0%,"$1,273.6",2013
1710,-51.0%,$121.9,$291.0,Man of Steel,23.9%,11,JUNE,10,11.5%,"$1,219.2",2013
1711,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,11,MAY,10,13.6%,"$1,450.0",2013
1712,-50.6%,$46.0,$95.0,42,23.0%,11,APRIL,9,3.9%,$414.0,2013
1713,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,11,MARCH,16,9.1%,$965.0,2013
1714,-46.6%,$47.4,$134.5,Identity Thief,25.8%,11,FEBRUARY,11,4.9%,$521.4,2013
1715,-52.3%,$35.7,$71.6,Mama,16.7%,11,JANUARY,12,4.0%,$428.3,2013
1716,-30.9%,$75.0,$258.4,The Hobbit 2,26.5%,12,DECEMBER,13,9.2%,$974.7,2013
1717,-42.4%,$100.0,$424.7,Catching Fire,28.3%,12,NOVEMBER,15,14.1%,"$1,500.0",2013
1718,-46.4%,$60.9,$274.1,Gravity,45.0%,12,OCTOBER,10,5.7%,$608.7,2013
1719,-51.8%,$43.3,$119.8,Cloudy with a Chance of Meatballs 2,25.1%,12,SEPTEMBER,11,4.5%,$476.5,2013
1720,-48.0%,$47.5,$150.4,We're the Millers,18.6%,12,AUGUST,17,7.6%,$807.6,2013
1721,-48.0%,$98.0,$368.1,Despicable Me 2,28.9%,12,JULY,13,12.0%,"$1,273.6",2013
1722,-51.0%,$121.9,$291.0,Man of Steel,23.9%,12,JUNE,10,11.5%,"$1,219.2",2013
1723,-49.4%,$145.0,$409.0,Iron Man 3,28.2%,12,MAY,10,13.6%,"$1,450.0",2013
1724,-50.6%,$46.0,$95.0,42,23.0%,12,APRIL,9,3.9%,$414.0,2013
1725,-52.0%,$60.3,$234.9,Oz The Great and Powerful,24.3%,12,MARCH,16,9.1%,$965.0,2013
1726,-46.6%,$47.4,$134.5,Identity Thief,25.8%,12,FEBRUARY,11,4.9%,$521.4,2013
1727,-52.3%,$35.7,$71.6,Mama,16.7%,12,JANUARY,12,4.0%,$428.3,2013
1728,-25.2%,$80.7,$255.1,The Hobbit 3,26.3%,1,DECEMBER,12,9.7%,$968.7,2014
1729,-47.3%,$106.5,$337.1,Mockingjay Part 1,31.7%,1,NOVEMBER,10,10.7%,"$1,064.5",2014
1730,-50.1%,$44.0,$167.8,Gone Girl,21.2%,1,OCTOBER,18,8.0%,$792.3,2014
1731,-52.3%,$42.5,$102.4,The Maze Runner,24.1%,1,SEPTEMBER,10,4.3%,$425.3,2014
1732,-45.9%,$54.7,$333.2,Guardians of the Galaxy,32.1%,1,AUGUST,19,10.4%,"$1,039.5",2014
1733,-46.0%,$55.9,$208.5,Dawn of the Planet of the Apes,26.7%,1,JULY,14,7.9%,$782.5,2014
1734,-57.9%,$119.1,$245.4,Transformers 4,25.8%,1,JUNE,8,9.6%,$952.6,2014
1735,-46.2%,$100.8,$241.4,Maleficent,20.0%,1,MAY,12,12.1%,"$1,209.7",2014
1736,-49.6%,$59.4,$259.8,Captain America 2,36.4%,1,APRIL,12,7.2%,$712.9,2014
1737,-46.1%,$60.4,$150.9,Divergent,20.8%,1,MARCH,12,7.3%,$724.7,2014
1738,-57.1%,$57.9,$257.8,The LEGO Movie,37.1%,1,FEBRUARY,12,7.0%,$694.8,2014
1739,-42.4%,$42.5,$134.9,Ride Along,22.7%,1,JANUARY,14,6.0%,$594.7,2014
