,month,season,year,rank,movie_title,prodco,total_gross,numtheaters,open_tickets,opentheaters,startdate,enddate
22,2,Spring,2002,11,Super Troopers,FoxS,"$18,492,362","1,805","$6,203,906","1,780",2/15,5/2
23,2,Spring,2002,12,Slackers,Sony,"$5,285,941","1,893","$2,785,283","1,893",2/1,2/14
24,2,Spring,2002,13,Birthday Girl,Mira.,"$5,142,576","1,000","$2,370,809","1,000",2/1,2/21
25,3,Spring,2002,1,Ice Age,Fox,"$176,387,405","3,345","$46,312,454","3,316",3/15,9/2
26,3,Spring,2002,2,Panic Room,Sony,"$96,397,334","3,119","$30,056,751","3,053",3/29,6/9
27,3,Spring,2002,3,Blade II,NL,"$82,348,319","2,707","$32,528,016","2,707",3/22,5/30
28,3,Spring,2002,4,We Were Soldiers,Par.,"$78,122,718","3,143","$20,212,543","3,143",3/1,7/4
29,3,Spring,2002,5,The Rookie,BV,"$75,600,072","2,543","$16,021,684","2,511",3/29,8/29
30,3,Spring,2002,6,The Time Machine,DW,"$56,832,494","2,958","$22,610,437","2,944",3/8,5/23
31,3,Spring,2002,7,Resident Evil,SGem,"$40,119,709","2,528","$17,707,106","2,528",3/15,5/9
32,3,Spring,2002,8,Showtime,WB,"$38,082,712","2,917","$15,011,430","2,917",3/15,5/30
33,3,Spring,2002,9,40 Days and 40 Nights,Mira.,"$37,950,822","2,399","$12,229,529","2,225",3/1,5/23
34,3,Spring,2002,10,Clockstoppers,Par.,"$36,989,956","2,563","$10,108,333","2,540",3/29,8/1
35,3,Spring,2002,11,E.T. (20th Anniversary),Uni.,"$35,306,015","3,007","$14,223,110","3,007",3/22,5/16
36,3,Spring,2002,12,Monster's Ball,Lions,"$31,273,922",714,"$110,552",7,3/1,6/6
37,3,Spring,2002,13,All About the Benjamins,NL,"$25,916,319","1,519","$10,007,291","1,505",3/8,5/23
38,3,Spring,2002,14,Sorority Boys,BV,"$10,200,032","1,801","$4,127,903","1,801",3/22,6/20
39,3,Spring,2002,15,Death to Smoochy,WB,"$8,364,691","2,164","$4,266,463","2,164",3/29,5/9
40,4,Spring,2002,1,The Scorpion King,Uni.,"$91,047,077","3,466","$36,075,875","3,444",4/19,6/27
41,4,Spring,2002,2,Changing Lanes,Par.,"$66,818,548","2,642","$17,128,062","2,613",4/12,8/8
42,4,Spring,2002,3,High Crimes,Fox,"$41,543,917","2,747","$14,005,550","2,717",4/5,8/22
43,4,Spring,2002,4,Murder by Numbers,WB,"$31,945,749","2,663","$9,307,394","2,663",4/19,7/4
44,4,Spring,2002,5,The Sweetest Thing,Sony,"$24,718,164","2,670","$9,430,667","2,670",4/12,5/19
45,4,Spring,2002,6,National Lampoon's Van Wilder,Art.,"$21,305,259","2,104","$7,302,913","2,022",4/5,5/16
46,4,Spring,2002,7,"Life, or Something Like It",Fox,"$14,448,589","2,609","$6,219,234","2,606",4/26,6/30
47,4,Spring,2002,8,Jason X,NL,"$13,121,555","1,879","$6,649,006","1,878",4/26,5/30
48,4,Spring,2002,9,Frailty,Lions,"$13,110,448","1,497","$4,208,655","1,497",4/12,6/13
49,4,Spring,2002,10,Big Trouble,BV,"$7,267,307","1,961","$3,545,204","1,961",4/5,6/20
50,5,Summer,2002,1,Spider-Man,Sony,"$403,706,375","3,876","$114,844,116","3,615",5/3,8/18
51,5,Summer,2002,2,Star Wars: Episode II - Attack of the Clones,Fox,"$302,191,252","3,161","$80,027,814","3,161",5/16,11/3
52,5,Summer,2002,3,The Sum of All Fears,Par.,"$118,907,036","3,230","$31,178,526","3,183",5/31,9/5
53,5,Summer,2002,4,Spirit: Stallion of the Cimarron,DW,"$73,280,117","3,362","$17,770,036","3,317",5/24,9/12
54,5,Summer,2002,5,Insomnia,WB,"$67,355,513","2,610","$20,930,169","2,610",5/24,9/26
55,5,Summer,2002,6,Unfaithful,Fox,"$52,775,765","2,625","$14,065,277","2,617",5/10,8/13
56,5,Summer,2002,7,About a Boy,Uni.,"$41,385,278","1,756","$8,557,630","1,207",5/17,7/18
57,5,Summer,2002,8,Enough,Sony,"$40,007,742","2,623","$14,009,653","2,623",5/24,7/11
58,5,Summer,2002,9,Undercover Brother,Uni.,"$39,089,928","2,169","$12,037,685","2,167",5/31,7/18
59,5,Summer,2002,10,The New Guy,SonR,"$29,760,152","2,687","$9,007,833","2,687",5/10,6/30
60,5,Summer,2002,11,Deuces Wild,MGM,"$6,080,065","1,480","$2,704,682","1,480",5/3,5/30
61,5,Summer,2002,12,Hollywood Ending,DW,"$4,850,753",772,"$2,017,981",765,5/3,6/27
62,6,Summer,2002,1,Scooby-Doo,WB,"$153,294,164","3,447","$54,155,312","3,447",6/14,10/31
63,6,Summer,2002,2,Lilo & Stitch,BV,"$145,794,338","3,222","$35,260,212","3,191",6/21,11/26
64,6,Summer,2002,3,Minority Report,Fox,"$132,072,926","3,001","$35,677,125","3,001",6/21,10/31
65,6,Summer,2002,4,Mr. Deeds,Sony,"$126,293,452","3,239","$37,162,787","3,231",6/28,12/19
66,6,Summer,2002,5,The Bourne Identity,Uni.,"$121,661,683","2,663","$27,118,640","2,638",6/14,11/21
67,6,Summer,2002,6,Divine Secrets of the Ya-Ya Sisterhood,WB,"$69,599,016","2,792","$16,167,412","2,507",6/7,10/10
68,6,Summer,2002,7,Windtalkers,MGM,"$40,914,068","2,898","$14,520,412","2,898",6/14,10/17
69,6,Summer,2002,8,Bad Company,BV,"$30,160,161","2,944","$11,007,367","2,944",6/7,9/26
70,6,Summer,2002,9,Hey Arnold! The Movie,Par.,"$13,728,902","2,534","$5,706,332","2,527",6/28,8/22
71,6,Summer,2002,10,Juwanna Mann,WB,"$13,670,733","1,325","$5,474,270","1,325",6/21,9/5
72,7,Summer,2002,1,Austin Powers in Goldmember,NL,"$213,307,889","3,613","$73,071,188","3,613",7/26,11/21
73,7,Summer,2002,2,Men in Black II,Sony,"$190,418,803","3,641","$52,148,751","3,557",7/3,9/2
74,7,Summer,2002,3,Road to Perdition,DW,"$104,454,762","2,332","$22,079,481","1,797",7/12,11/28
75,7,Summer,2002,4,Stuart Little 2,Sony,"$64,956,806","3,282","$15,115,152","3,255",7/19,1/5
76,7,Summer,2002,5,Like Mike,Fox,"$51,432,760","2,436","$12,179,420","2,410",7/3,11/19
77,7,Summer,2002,6,Reign of Fire,BV,"$43,061,982","2,629","$15,632,281","2,629",7/12,10/24
78,7,Summer,2002,7,K-19: The Widowmaker,Par.,"$35,168,966","2,830","$12,778,459","2,828",7/19,10/24
79,7,Summer,2002,8,Halloween: Resurrection,Dim.,"$30,354,442","2,094","$12,292,121","1,954",7/12,10/31
80,7,Summer,2002,9,The Crocodile Hunter: Collision Course,MGM,"$28,442,574","2,535","$9,537,123","2,525",7/12,12/5
81,7,Summer,2002,10,Eight Legged Freaks,WB,"$17,322,606","2,530","$6,485,458","2,530",7/17,10/17
82,7,Summer,2002,11,The Country Bears,BV,"$16,990,825","2,553","$5,309,675","2,553",7/26,11/7
83,7,Summer,2002,12,The Powerpuff Girls Movie,WB,"$11,412,414","2,340","$3,583,114","2,340",7/3,9/5
84,8,Fall,2002,1,My Big Fat Greek Wedding,IFC,"$241,438,208","2,016","$597,362",108,8/2,4/13
85,8,Fall,2002,2,Signs,BV,"$227,966,634","3,453","$60,117,080","3,264",8/2,2/6
86,8,Fall,2002,3,XXX,SonR,"$142,109,382","3,536","$44,506,103","3,374",8/9,1/5
87,8,Fall,2002,4,Spy Kids 2: The Island of Lost Dreams,Dim.,"$85,846,429","3,307","$16,711,716","3,307",8/7,1/12
88,8,Fall,2002,5,Blue Crush,Uni.,"$40,390,647","3,015","$14,169,455","3,002",8/16,10/3
89,8,Fall,2002,6,The Master of Disguise,SonR,"$40,388,794","2,568","$12,554,650","2,565",8/2,11/28
90,8,Fall,2002,7,Blood Work,WB,"$26,235,081","2,525","$7,312,413","2,525",8/9,10/24
91,8,Fall,2002,8,Martin Lawrence Live: Runteldat,Par.,"$19,184,820",774,"$7,374,049",752,8/2,10/31
92,8,Fall,2002,9,Serving Sara,Par.,"$16,930,185","2,174","$5,758,236","2,154",8/23,11/28
93,8,Fall,2002,10,The Good Girl,FoxS,"$14,018,296",688,"$151,642",4,8/30,12/10
94,8,Fall,2002,11,fear dot com,WB,"$13,258,249","2,550","$5,710,128","2,550",8/30,10/31
95,8,Fall,2002,12,Undisputed,Mira.,"$12,764,657","1,117","$4,548,750","1,102",8/23,11/28
96,8,Fall,2002,13,Possession (2002),Focus,"$10,113,733",619,"$1,575,214",270,8/30,10/17
97,8,Fall,2002,14,Simone,NL,"$9,688,676","1,920","$3,813,463","1,920",8/23,10/10
98,8,Fall,2002,15,The Adventures of Pluto Nash,WB,"$4,420,080","2,320","$2,182,900","2,320",8/16,10/3
99,9,Fall,2002,1,Sweet Home Alabama,BV,"$127,223,418","3,313","$35,648,740","3,293",9/27,2/20
100,9,Fall,2002,2,Barbershop,MGM,"$75,782,105","2,176","$20,627,433","1,605",9/13,2/6
101,9,Fall,2002,3,The Tuxedo,DW,"$50,547,998","3,022","$15,051,028","3,022",9/27,1/12
102,9,Fall,2002,4,One Hour Photo,FoxS,"$31,597,131","1,332","$321,515",7,9/13,1/5
103,9,Fall,2002,5,The Banger Sisters,FoxS,"$30,307,416","2,739","$10,037,846","2,738",9/20,12/26
104,9,Fall,2002,6,SwimFan,Fox,"$28,564,995","2,860","$11,326,601","2,856",9/6,12/5
105,9,Fall,2002,7,City by the Sea,WB,"$22,448,879","2,575","$8,935,426","2,575",9/6,11/14
106,9,Fall,2002,8,The Four Feathers,Par.,"$18,306,166","2,187","$6,857,879","1,912",9/20,11/28
107,9,Fall,2002,9,Ballistic: Ecks vs. Sever,WB,"$14,307,963","2,705","$7,010,474","2,705",9/20,11/21
108,9,Fall,2002,10,Stealing Harvard,SonR,"$14,036,406","2,366","$6,041,521","2,366",9/13,10/20
109,9,Fall,2002,11,Trapped,Sony,"$7,073,251","2,227","$3,210,765","2,227",9/20,10/13
110,9,Fall,2002,12,Spider-Man / Men in Black II,Sony,"$6,632,970","2,078","$2,111,862","2,078",9/6,12/1
111,10,Fall,2002,1,The Ring,DW,"$129,128,133","2,927","$15,015,393","1,981",10/18,3/20
112,10,Fall,2002,2,Red Dragon,Uni.,"$93,149,898","3,363","$36,540,945","3,357",10/4,1/2
113,10,Fall,2002,3,Jackass: The Movie,Par.,"$64,255,312","2,532","$22,763,437","2,509",10/25,1/16
114,10,Fall,2002,4,Ghost Ship,WB,"$30,113,491","2,787","$11,503,423","2,787",10/25,1/26
115,10,Fall,2002,5,Brown Sugar,FoxS,"$27,363,891","1,378","$10,738,882","1,372",10/11,1/30
116,10,Fall,2002,6,Jonah: A VeggieTales Movie,Art.,"$25,581,229","1,625","$6,201,345",940,10/4,1/30
117,10,Fall,2002,7,The Transporter,Fox,"$25,296,447","2,610","$9,107,816","2,573",10/11,1/23
118,10,Fall,2002,8,Tuck Everlasting,BV,"$19,161,999","1,460","$5,268,764","1,185",10/11,2/6
119,10,Fall,2002,9,White Oleander,WB,"$16,357,770","1,510","$5,607,480","1,510",10/11,12/12
120,10,Fall,2002,10,Knockaround Guys,NL,"$11,715,637","1,806","$5,016,852","1,806",10/11,11/14
121,10,Fall,2002,11,Abandon,Par.,"$10,727,683","2,347","$5,064,077","2,341",10/18,12/19
122,10,Fall,2002,12,The Rules of Attraction,Lions,"$6,532,619","1,437","$2,532,410","1,437",10/11,11/21
123,10,Fall,2002,13,The Truth About Charlie,Uni.,"$5,350,371",755,"$2,270,290",753,10/25,11/28
124,10,Fall,2002,14,Formula 51,SGem,"$5,204,007","1,857","$2,817,719","1,857",10/18,11/10
125,11,Winter,2002,1,Harry Potter and the Chamber of Secrets,WB,"$261,988,482","3,682","$88,357,488","3,682",11/15,5/4
126,11,Winter,2002,2,Die Another Day,MGM,"$160,942,139","3,377","$47,072,040","3,314",11/22,5/1
127,11,Winter,2002,3,The Santa Clause 2,BV,"$139,236,327","3,352","$29,008,696","3,350",11/1,2/6
128,11,Winter,2002,4,8 Mile,Uni.,"$116,750,901","2,585","$51,240,555","2,470",11/8,3/27
129,11,Winter,2002,5,Treasure Planet,BV,"$38,176,783","3,227","$12,083,248","3,227",11/27,2/13
130,11,Winter,2002,6,I Spy,Sony,"$33,561,137","3,182","$12,752,803","3,182",11/1,1/20
131,11,Winter,2002,7,Friday After Next,NL,"$33,253,609","1,621","$13,010,767","1,616",11/22,3/16
132,11,Winter,2002,8,Frida,Mira.,"$25,885,000",794,"$205,996",5,11/22,5/26
133,11,Winter,2002,9,Eight Crazy Nights,Sony,"$23,586,598","2,503","$9,434,175","2,503",11/27,1/26
134,11,Winter,2002,10,Punch-Drunk Love,SonR,"$17,844,216","1,293","$367,203",5,11/1,12/26
135,11,Winter,2002,11,Half Past Dead,Sony,"$15,567,860","2,113","$7,820,536","2,113",11/15,2/17
136,11,Winter,2002,12,Solaris,Fox,"$14,973,382","2,406","$6,752,722","2,406",11/27,2/13
137,11,Winter,2002,13,The Emperor's Club,Uni.,"$14,118,751",811,"$3,846,780",809,11/22,1/30
138,11,Winter,2002,14,Wes Craven Presents: They,Dim.,"$12,840,842","1,623","$5,144,090","1,615",11/27,2/2
139,11,Winter,2002,15,Femme Fatale,WB,"$6,630,252","1,066","$2,776,248","1,066",11/6,12/19
140,11,Winter,2002,16,Extreme Ops,Par.,"$4,842,259","1,800","$2,233,525","1,800",11/27,1/16
141,12,Winter,2002,1,The Lord of the Rings: The Two Towers,NL,"$339,789,881","3,622","$62,007,528","3,622",12/18,8/24
142,12,Winter,2002,2,Catch Me If You Can,DW,"$164,615,351","3,225","$30,053,627","3,156",12/25,5/22
143,12,Winter,2002,3,Maid in Manhattan,SonR,"$94,011,225","3,050","$18,711,407","2,838",12/13,5/8
144,12,Winter,2002,4,Two Weeks Notice,WB,"$93,354,851","2,755","$14,328,494","2,755",12/20,5/4
145,12,Winter,2002,5,Gangs of New York,Mira.,"$77,812,000","2,340","$9,496,870","1,504",12/20,6/1
146,12,Winter,2002,6,Drumline,Fox,"$56,399,184","1,837","$12,604,705","1,836",12/13,5/1
147,12,Winter,2002,7,Star Trek: Nemesis,Par.,"$43,254,409","2,711","$18,513,305","2,711",12/13,3/13
148,12,Winter,2002,8,The Wild Thornberrys,Par.,"$40,108,697","3,012","$6,013,847","3,012",12/20,5/8
149,12,Winter,2002,9,The Hot Chick,BV,"$35,081,594","2,246","$7,401,146","2,217",12/13,5/4
150,12,Winter,2002,10,Analyze That,WB,"$32,130,627","2,635","$11,034,422","2,635",12/6,2/20
151,12,Winter,2002,11,Empire,Uni.,"$17,600,423",869,"$6,281,415",867,12/6,2/6
152,12,Winter,2002,12,Pinocchio,Mira.,"$3,675,719","1,195","$1,151,463","1,195",12/25,1/23
153,1,Winter,2003,1,Chicago,Mira.,"$170,687,518","2,701","$2,074,929",77,1/24,9/4
154,1,Winter,2003,2,Kangaroo Jack,WB,"$66,934,963","2,848","$16,580,209","2,818",1/17,7/10
155,1,Winter,2003,3,About Schmidt,NL,"$65,016,287","1,240","$282,367",6,1/3,5/29
156,1,Winter,2003,4,Just Married,Fox,"$56,127,162","2,769","$17,548,993","2,766",1/10,5/11
157,1,Winter,2003,5,The Recruit,BV,"$52,802,140","2,376","$16,302,063","2,376",1/31,5/15
158,1,Winter,2003,6,Final Destination 2,NL,"$46,961,214","2,834","$16,017,141","2,834",1/31,6/5
159,1,Winter,2003,7,National Security,Sony,"$36,381,186","2,729","$14,369,694","2,729",1/17,5/22
160,1,Winter,2003,8,Darkness Falls,SonR,"$32,551,396","2,865","$12,024,917","2,837",1/24,5/15
161,1,Winter,2003,9,Biker Boyz,DW,"$22,076,772","1,769","$10,106,992","1,766",1/31,6/19
162,1,Winter,2003,10,Antwone Fisher,FoxS,"$21,078,145","1,021","$210,013",15,1/10,5/15
163,1,Winter,2003,11,Confessions of a Dangerous Mind,Mira.,"$16,007,718","1,776","$87,199",4,1/24,9/4
164,1,Winter,2003,12,A Guy Thing,MGM,"$15,545,431","2,520","$6,988,749","2,515",1/17,4/10
165,1,Winter,2003,13,Narc,Par.,"$10,465,659",822,"$63,303",6,1/10,3/20
166,2,Spring,2003,1,How to Lose a Guy in 10 Days,Par.,"$105,813,373","2,923","$23,774,850","2,923",2/7,7/24
167,2,Spring,2003,2,Daredevil,Fox,"$102,543,518","3,474","$40,310,419","3,471",2/14,7/17
168,2,Spring,2003,3,Old School,DW,"$75,585,093","2,742","$17,453,216","2,689",2/21,6/19
169,2,Spring,2003,4,Shanghai Knights,BV,"$60,476,872","2,755","$19,603,630","2,753",2/7,6/12
170,2,Spring,2003,5,The Jungle Book 2,BV,"$47,901,582","2,815","$11,441,733","2,808",2/14,5/29
171,2,Spring,2003,6,The Hours,Par.,"$41,675,994","1,010","$338,622",11,2/14,5/22
172,2,Spring,2003,7,Cradle 2 the Grave,WB,"$34,712,347","2,625","$16,521,468","2,625",2/28,5/15
173,2,Spring,2003,8,Adaptation.,Sony,"$22,498,520",672,"$384,478",7,2/14,5/22
174,2,Spring,2003,9,The Life of David Gale,Uni.,"$19,955,598","2,003","$7,117,225","2,002",2/21,5/8
175,2,Spring,2003,10,Deliver Us from Eva,Focus,"$17,573,594","1,139","$6,648,374","1,139",2/7,5/18
176,2,Spring,2003,11,Gods and Generals,WB,"$12,882,934","1,533","$4,675,246","1,533",2/21,5/4
177,2,Spring,2003,12,Dark Blue,UA,"$9,250,301","2,176","$3,880,688","2,176",2/21,5/1
178,3,Spring,2003,1,Bringing Down the House,BV,"$132,716,677","2,910","$31,101,026","2,801",3/7,8/28
179,3,Spring,2003,2,Agent Cody Banks,MGM,"$47,938,330","3,369","$14,064,317","3,369",3/14,7/31
180,3,Spring,2003,3,Tears of the Sun,SonR,"$43,734,876","2,973","$17,057,213","2,973",3/7,5/29
181,3,Spring,2003,4,Head of State,DW,"$38,125,247","2,256","$13,503,484","2,151",3/28,7/17
182,3,Spring,2003,5,The Hunted,Par.,"$34,244,097","2,517","$13,482,638","2,516",3/14,5/29
183,3,Spring,2003,6,Dreamcatcher,WB,"$33,715,436","2,945","$15,027,423","2,945",3/21,5/29
184,3,Spring,2003,7,The Pianist,Focus,"$32,572,577",842,"$111,261",6,3/28,6/8
185,3,Spring,2003,8,The Core,Par.,"$31,186,896","3,019","$12,053,131","3,017",3/28,7/10
186,3,Spring,2003,9,Basic,Sony,"$26,793,311","2,876","$11,511,960","2,876",3/28,5/15
187,3,Spring,2003,10,Piglet's Big Movie,BV,"$23,103,423","2,084","$6,097,758","2,084",3/21,5/29
188,3,Spring,2003,11,View from the Top,Mira.,"$15,614,000","2,508","$7,009,513","2,508",3/21,5/18
189,3,Spring,2003,12,Spirited Away,BV,"$10,055,859",714,"$449,839",26,3/28,9/4
190,3,Spring,2003,13,Boat Trip,Art.,"$8,600,126","1,803","$3,815,075","1,714",3/21,5/8
191,3,Spring,2003,14,Willard,NL,"$6,886,089","1,762","$4,010,593","1,761",3/14,5/8
192,4,Spring,2003,1,Anger Management,SonR,"$135,645,823","3,656","$42,220,847","3,551",4/11,8/28
193,4,Spring,2003,2,Holes,BV,"$67,406,573","2,452","$16,300,155","2,331",4/18,8/21
194,4,Spring,2003,3,Identity,Sony,"$52,159,536","2,733","$16,225,263","2,733",4/25,8/14
195,4,Spring,2003,4,Phone Booth,Fox,"$46,566,212","2,489","$15,021,088","2,481",4/4,7/31
196,4,Spring,2003,5,What a Girl Wants,WB,"$36,105,433","2,964","$11,434,964","2,964",4/4,7/3
197,4,Spring,2003,6,Malibu's Most Wanted,WB,"$34,432,201","2,503","$12,618,159","2,503",4/18,7/27
198,4,Spring,2003,7,A Man Apart,NL,"$26,736,098","2,495","$11,019,224","2,459",4/4,7/10
199,4,Spring,2003,8,Bulletproof Monk,MGM,"$23,358,708","2,955","$8,653,542","2,955",4/16,7/31
200,4,Spring,2003,9,"House of 1,000 Corpses",Lions,"$12,634,962",847,"$3,460,666",595,4/18,7/10
201,4,Spring,2003,10,Confidence,Lions,"$12,251,640","1,871","$4,563,588","1,871",4/25,6/26
202,4,Spring,2003,11,It Runs in the Family,MGM,"$7,491,839","1,207","$2,804,441","1,207",4/25,7/17
203,4,Spring,2003,12,The Real Cancun,NL,"$3,825,421","2,261","$2,108,796","2,261",4/25,5/22
204,4,Spring,2003,13,DysFunKtional Family,Mira.,"$2,255,000",602,"$1,079,797",602,4/4,5/18
205,5,Summer,2003,1,Finding Nemo,BV,"$339,714,978","3,425","$70,251,710","3,374",5/30,12/18
206,5,Summer,2003,2,The Matrix Reloaded,WB,"$281,576,461","3,603","$91,774,413","3,603",5/15,11/13
207,5,Summer,2003,3,Bruce Almighty,Uni.,"$242,829,261","3,549","$67,953,330","3,483",5/23,12/11
208,5,Summer,2003,4,X2: X-Men United,Fox,"$214,949,694","3,749","$85,558,731","3,741",5/2,9/25
209,5,Summer,2003,5,The Italian Job,Par.,"$106,128,601","2,877","$19,457,944","2,633",5/30,11/6
210,5,Summer,2003,6,Daddy Day Care,SonR,"$104,297,061","3,472","$27,623,580","3,370",5/9,10/19
211,5,Summer,2003,7,The Lizzie McGuire Movie,BV,"$42,734,455","2,825","$17,338,755","2,825",5/2,8/21
212,5,Summer,2003,8,The In-Laws,WB,"$20,453,431","2,652","$7,319,848","2,652",5/23,7/31
213,5,Summer,2003,9,Down with Love,Fox,"$20,305,251","2,123","$45,029",1,5/16,7/31
214,5,Summer,2003,10,A Mighty Wind,WB,"$17,781,006",770,"$2,112,140",133,5/9,8/28
215,5,Summer,2003,11,Wrong Turn,Fox,"$15,418,790","1,615","$5,161,498","1,615",5/30,9/25
216,6,Summer,2003,1,Hulk,Uni.,"$132,177,234","3,674","$62,128,420","3,660",6/20,10/16
217,6,Summer,2003,2,2 Fast 2 Furious,Uni.,"$127,154,901","3,418","$50,472,480","3,408",6/6,10/23
