,month,season,year,rank,movie_title,prodco,total_tickets,numtheaters,open_tickets,opentheaters,startdate,enddate
1070,8,Fall,2008,11,Babylon A.D.,Fox,"3,138,200","3,425","1,321,000","3,390",8/29,11/16
1071,8,Fall,2008,12,Swing Vote,BV,"2,268,800","2,213","867,800","2,213",8/1,10/16
1072,8,Fall,2008,13,Disaster Movie,LGF,"1,976,500","2,642","812,900","2,642",8/29,10/23
1073,8,Fall,2008,14,Fly Me to the Moon,Sum.,"1,924,400",713,"264,700",452,8/29,5/28
1074,8,Fall,2008,15,The Longshots,MGM/W,"1,606,800","2,089","568,300","2,089",8/22,11/25
1075,8,Fall,2008,16,The Rocker,Fox,"892,700","2,784","367,100","2,784",8/20,10/16
1076,8,Fall,2008,17,Hamlet 2,Focus,"680,500","1,597","61,300",103,8/27,10/2
1077,8,Fall,2008,18,College,MGM,"653,800","2,124","299,900","2,123",8/29,11/13
1078,9,Fall,2008,1,Eagle Eye,P/DW,"14,128,200","3,614","4,060,000","3,510",9/26,1/8
1079,9,Fall,2008,2,Burn After Reading,Focus,"8,406,000","2,657","2,664,100","2,651",9/12,12/25
1080,9,Fall,2008,3,Nights in Rodanthe,WB,"5,828,800","2,704","1,868,900","2,704",9/26,1/15
1081,9,Fall,2008,4,Righteous Kill,Over.,"5,582,400","3,152","2,268,600","3,152",9/12,-
1082,9,Fall,2008,5,Lakeview Terrace,SGem,"5,468,500","2,574","2,089,800","2,464",9/19,11/2
1083,9,Fall,2008,6,Tyler Perry's The Family That Preys,LGF,"5,167,900","2,070","2,420,800","2,070",9/12,10/23
1084,9,Fall,2008,7,Fireproof,Gold.,"4,659,700",905,"952,100",839,9/26,1/29
1085,9,Fall,2008,8,The Women (2008),PicH,"3,746,800","2,995","1,408,800","2,962",9/12,11/20
1086,9,Fall,2008,9,Igor,MGM,"2,719,900","2,341","1,086,800","2,339",9/19,1/22
1087,9,Fall,2008,10,My Best Friend's Girl,LGF,"2,676,800","2,636","1,151,200","2,604",9/19,10/23
1088,9,Fall,2008,11,Bangkok Dangerous,LGF,"2,130,700","2,654","1,084,000","2,650",9/5,10/23
1089,9,Fall,2008,12,Ghost Town,P/DW,"1,861,800","1,512","698,100","1,505",9/19,11/13
1090,9,Fall,2008,13,Miracle at St. Anna,BV,"1,102,900","1,185","484,400","1,185",9/26,11/25
1091,9,Fall,2008,14,Proud American,Slow,"18,300",750,"13,400",750,9/12,9/21
1092,10,Fall,2008,1,Beverly Hills Chihuahua,BV,"13,163,600","3,239","4,080,800","3,215",10/3,2/5
1093,10,Fall,2008,2,High School Musical 3: Senior Year,BV,"12,612,700","3,626","5,853,800","3,623",10/24,2/5
1094,10,Fall,2008,3,Saw V,LGF,"7,903,400","3,084","4,185,800","3,060",10/24,12/11
1095,10,Fall,2008,4,Max Payne,Fox,"5,667,000","3,381","2,456,800","3,376",10/17,1/15
1096,10,Fall,2008,5,Body of Lies,WB,"5,486,700","2,714","1,794,500","2,710",10/10,1/15
1097,10,Fall,2008,6,The Secret Life of Bees,FoxS,"5,260,500","1,630","1,466,300","1,591",10/17,2/26
1098,10,Fall,2008,7,Changeling,Uni.,"4,977,700","1,896","68,100",15,10/31,1/8
1099,10,Fall,2008,8,Quarantine,SGem,"4,413,900","2,463","1,979,300","2,461",10/10,11/16
1100,10,Fall,2008,9,Nick and Norah's Infinite Playlist,Sony,"4,385,400","2,421","1,575,500","2,421",10/3,11/16
1101,10,Fall,2008,10,Zack and Miri Make a Porno,Wein.,"4,381,300","2,735","1,401,900","2,735",10/31,1/29
1102,10,Fall,2008,11,W.,LGF,"3,556,300","2,050","1,463,200","2,030",10/17,12/4
1103,10,Fall,2008,12,Appaloosa,WB (NL),"2,815,000","1,290","34,700",14,10/3,1/22
1104,10,Fall,2008,13,Pride & Glory,WB (NL),"2,192,300","2,585","872,200","2,585",10/24,12/11
1105,10,Fall,2008,14,The Duchess,ParV,"1,928,800","1,207","26,500",7,10/10,12/11
1106,10,Fall,2008,15,The Haunting of Molly Hartley,Free,"1,888,600","2,652","755,300","2,652",10/31,2/5
1107,10,Fall,2008,16,The Express,Uni.,"1,364,000","2,810","635,500","2,808",10/10,11/6
1108,10,Fall,2008,17,Sex Drive,Sum.,"1,170,300","2,421","502,400","2,421",10/17,12/4
1109,10,Fall,2008,18,City of Ember,Fox,"1,096,500","2,023","435,900","2,022",10/10,1/15
1110,10,Fall,2008,19,An American Carol,Viv.,"976,800","1,639","509,200","1,639",10/3,11/12
1111,10,Fall,2008,20,RockNRolla,WB,"794,000",826,"20,200",7,10/31,12/25
1112,10,Fall,2008,21,Flash of Genius,Uni.,"618,700","1,098","313,500","1,098",10/3,10/23
1113,10,Fall,2008,22,Blindness,Mira.,"466,800","1,690","271,600","1,690",10/3,10/16
1114,10,Fall,2008,23,How to Lose Friends and Alienate People,MGM,"387,000","1,750","199,200","1,750",10/3,12/11
1115,11,Winter,2008,1,Twilight,Sum.,"26,848,200","3,649","9,698,800","3,419",11/21,4/2
1116,11,Winter,2008,2,Madagascar: Escape 2 Africa,P/DW,"25,071,200","4,065","8,789,200","4,056",11/7,2/26
1117,11,Winter,2008,3,Quantum of Solace,Sony,"23,449,600","3,501","9,405,100","3,451",11/14,1/25
1118,11,Winter,2008,4,Four Christmases,WB (NL),"16,733,400","3,540","4,327,300","3,310",11/26,2/12
1119,11,Winter,2008,5,Bolt,BV,"15,884,900","3,654","3,652,200","3,651",11/21,2/22
1120,11,Winter,2008,6,Role Models,Uni.,"9,372,500","2,798","2,669,500","2,792",11/7,1/29
1121,11,Winter,2008,7,Australia,Fox,"6,901,700","2,721","2,061,400","2,642",11/26,3/26
1122,11,Winter,2008,8,Transporter 3,LGF,"4,417,100","2,626","1,680,100","2,626",11/26,1/1
1123,11,Winter,2008,9,Soul Men,MGM/W,"1,682,800","2,048","752,300","2,044",11/7,2/5
1124,12,Winter,2008,1,Marley and Me,Fox,"19,937,800","3,505","5,063,700","3,480",12/25,4/30
1125,12,Winter,2008,2,Slumdog Millionaire,FoxS,"19,682,400","2,943","50,100",10,12/26,5/28
1126,12,Winter,2008,3,The Curious Case of Benjamin Button,Par.,"17,759,000","2,988","3,740,100","2,988",12/25,4/23
1127,12,Winter,2008,4,Bedtime Stories,BV,"15,334,500","3,684","3,823,200","3,681",12/25,3/12
1128,12,Winter,2008,5,Yes Man,WB,"13,606,000","3,434","2,543,500","3,434",12/19,4/2
1129,12,Winter,2008,6,Valkyrie,UA,"11,570,700","2,838","2,928,600","2,711",12/25,4/16
1130,12,Winter,2008,7,The Day the Earth Stood Still (2008),Fox,"11,053,900","3,560","4,245,100","3,560",12/12,4/2
1131,12,Winter,2008,8,Seven Pounds,Sony,"9,742,600","2,758","2,068,400","2,758",12/19,1/25
1132,12,Winter,2008,9,The Tale of Despereaux,Uni.,"7,086,000","3,107","1,407,200","3,104",12/19,3/5
1133,12,Winter,2008,10,Doubt,Mira.,"4,658,300","1,287","70,600",15,12/25,4/9
1134,12,Winter,2008,11,The Spirit,LGF,"2,758,500","2,509","900,200","2,509",12/25,1/22
1135,12,Winter,2008,12,The Boy in the Striped Pajamas,Mira.,"1,259,900",679,"35,200",17,12/5,1/22
1136,12,Winter,2008,13,Cadillac Records,Sony,"1,141,400",701,"479,900",687,12/5,1/8
1137,12,Winter,2008,14,Punisher: War Zone,LGF,"1,121,300","2,508","594,900","2,508",12/5,12/24
1138,12,Winter,2008,15,Nothing Like the Holidays,Over.,"1,045,100","1,671","491,900","1,671",12/12,1/29
1139,12,Winter,2008,16,Delgo,Free,"96,800","2,160","71,300","2,160",12/12,12/18
1140,12,Winter,2008,17,Nobel Son,Free,"75,300",893,"46,500",893,12/5,12/24
1141,1,Winter,2009,1,Gran Torino,WB,"20,626,100","3,045","37,800",6,1/9,6/18
1142,1,Winter,2009,2,Paul Blart: Mall Cop,Sony,"20,381,100","3,206","4,267,100","3,144",1/16,5/25
1143,1,Winter,2009,3,Taken,Fox,"20,195,100","3,184","3,313,300","3,183",1/30,7/5
1144,1,Winter,2009,4,Hotel for Dogs,P/DW,"10,171,900","3,271","2,280,500","3,271",1/16,5/28
1145,1,Winter,2009,5,Bride Wars,Fox,"8,177,600","3,228","2,822,800","3,226",1/9,5/10
1146,1,Winter,2009,6,My Bloody Valentine 3-D,LGF,"7,179,100","2,534","2,847,400","2,534",1/16,3/12
1147,1,Winter,2009,7,Underworld: Rise of the Lycans,SGem,"6,379,200","2,942","2,792,000","2,942",1/23,3/1
1148,1,Winter,2009,8,The Unborn (2009),Uni.,"5,943,000","2,359","2,655,600","2,357",1/9,3/5
1149,1,Winter,2009,9,Notorious (2009),FoxS,"5,131,400","1,641","2,747,700","1,638",1/16,4/2
1150,1,Winter,2009,10,The Reader,Wein.,"4,762,500","1,203","23,400",8,1/30,5/13
1151,1,Winter,2009,11,Milk,Focus,"4,434,700",882,"202,500",36,1/30,4/16
1152,1,Winter,2009,12,Defiance,ParV,"3,989,500","1,793","17,200",2,1/16,4/30
1153,1,Winter,2009,13,The Uninvited,P/DW,"3,982,800","2,344","1,384,200","2,344",1/30,4/2
1154,1,Winter,2009,14,The Wrestler,FoxS,"3,654,400",776,"28,200",4,1/30,5/14
1155,1,Winter,2009,15,Revolutionary Road,ParV,"3,191,000","1,077","26,500",3,1/23,4/2
1156,1,Winter,2009,16,Frost/Nixon,Uni.,"2,593,600","1,105","25,200",3,1/23,3/26
1157,1,Winter,2009,17,Inkheart,WB (NL),"2,409,900","2,655","1,019,000","2,655",1/23,4/9
1158,1,Winter,2009,18,New in Town,LGF,"2,330,700","1,941","903,700","1,941",1/30,3/26
1159,1,Winter,2009,19,Last Chance Harvey,Over.,"2,073,700","1,108","13,500",6,1/16,4/23
1160,1,Winter,2009,20,Not Easily Broken,SGem,"1,472,500",725,"712,400",724,1/9,2/8
1161,2,Spring,2009,1,He's Just Not That Into You,WB (NL),"13,085,500","3,175","3,724,600","3,175",2/6,6/18
1162,2,Spring,2009,2,Tyler Perry's Madea Goes to Jail,LGF,"12,605,600","2,203","5,500,100","2,032",2/20,4/23
1163,2,Spring,2009,3,Coraline,Focus,"10,485,500","2,320","2,258,700","2,299",2/6,7/2
1164,2,Spring,2009,4,Friday the 13th (2009),WB (NL),"9,053,200","3,105","5,438,400","3,105",2/13,4/23
1165,2,Spring,2009,5,Confessions of a Shopaholic,BV,"6,166,800","2,534","2,019,600","2,507",2/13,5/28
1166,2,Spring,2009,6,The Pink Panther 2,Sony,"4,815,400","3,245","1,553,400","3,243",2/6,3/22
1167,2,Spring,2009,7,Push,Sum.,"4,430,600","2,313","1,351,100","2,313",2/6,5/14
1168,2,Spring,2009,8,The International,Sony,"3,544,600","2,364","1,250,900","2,364",2/13,3/22
1169,2,Spring,2009,9,Jonas Brothers: The 3D Concert Experience,BV,"2,668,900","1,276","1,677,000","1,271",2/27,4/2
1170,2,Spring,2009,10,Fired Up,SGem,"2,399,900","1,811","735,100","1,810",2/20,4/5
1171,2,Spring,2009,11,Street Fighter: The Legend of Chun-Li,Fox,"1,217,600","1,164","632,900","1,136",2/27,5/10
1172,3,Spring,2009,1,Monsters Vs. Aliens,P/DW,"26,588,700","4,136","7,951,900","4,104",3/27,8/27
1173,3,Spring,2009,2,Watchmen,WB,"14,973,500","3,611","7,401,400","3,611",3/6,5/28
1174,3,Spring,2009,3,Knowing,Sum.,"11,136,200","3,337","3,298,200","3,332",3/20,7/9
1175,3,Spring,2009,4,"I Love You, Man",P/DW,"9,949,900","2,829","2,387,400","2,711",3/20,6/4
1176,3,Spring,2009,5,Race to Witch Mountain,BV,"9,355,500","3,268","3,271,100","3,187",3/13,7/9
1177,3,Spring,2009,6,The Haunting in Connecticut,LGF,"7,714,400","2,732","3,083,700","2,732",3/27,5/14
1178,3,Spring,2009,7,Duplicity,Uni.,"5,650,800","2,579","1,872,000","2,574",3/20,5/28
1179,3,Spring,2009,8,The Last House on the Left (2009),Uni.,"4,561,600","2,402","1,892,600","2,401",3/13,5/14
1180,3,Spring,2009,9,12 Rounds,Fox,"1,704,000","2,331","714,400","2,331",3/27,6/11
1181,3,Spring,2009,10,Miss March,FoxS,"632,800","1,742","322,900","1,742",3/13,4/30
1182,4,Spring,2009,1,Fast and Furious,Uni.,"21,596,700","3,674","9,510,800","3,461",4/3,7/2
1183,4,Spring,2009,2,Hannah Montana The Movie,BV,"11,083,000","3,231","4,333,000","3,118",4/10,8/13
1184,4,Spring,2009,3,Obsessed,SGem,"9,507,200","2,634","3,835,500","2,514",4/24,6/14
1185,4,Spring,2009,4,17 Again,WB (NL),"8,936,900","3,255","3,179,900","3,255",4/17,8/6
1186,4,Spring,2009,5,State of Play,Uni.,"5,155,700","2,807","1,886,200","2,803",4/17,6/18
1187,4,Spring,2009,6,Earth (2009),BV,"4,458,400","1,804","1,183,100","1,804",4/22,7/30
1188,4,Spring,2009,7,The Soloist,P/DW,"4,417,800","2,090","1,302,500","2,024",4/24,7/9
1189,4,Spring,2009,8,Observe and Report,WB,"3,343,600","2,727","1,476,900","2,727",4/10,6/18
1190,4,Spring,2009,9,Fighting,Uni.,"3,095,300","2,312","1,477,800","2,309",4/24,6/11
1191,4,Spring,2009,10,Adventureland,Mira.,"2,234,500","1,876","767,000","1,862",4/3,5/28
1192,4,Spring,2009,11,Crank: High Voltage,LGF,"1,905,900","2,223","933,500","2,223",4/17,5/14
1193,4,Spring,2009,12,Sunshine Cleaning,Over.,"1,680,000",642,"29,400",4,4/17,7/9
1194,4,Spring,2009,13,Dragonball Evolution,Fox,"1,304,000","2,181","637,600","2,181",4/10,6/4
1195,5,Summer,2009,1,Up,BV,"39,273,800","3,886","9,129,900","3,766",5/29,11/5
1196,5,Summer,2009,2,Star Trek,Par.,"34,548,000","4,053","10,081,000","3,849",5/8,10/1
1197,5,Summer,2009,3,X-Men Origins: Wolverine,Fox,"24,113,000","4,102","11,401,900","4,099",5/1,10/1
1198,5,Summer,2009,4,Night at the Museum: Battle of the Smithsonian,Fox,"23,758,700","4,101","7,261,800","4,096",5/22,11/1
1199,5,Summer,2009,5,Angels & Demons,Sony,"18,576,000","3,527","6,193,600","3,527",5/15,8/2
1200,5,Summer,2009,6,Terminator Salvation,WB,"16,799,300","3,602","5,704,900","3,530",5/21,9/10
1201,5,Summer,2009,7,Ghosts of Girlfriends Past,WB (NL),"7,695,000","3,175","2,065,900","3,175",5/1,8/13
1202,5,Summer,2009,8,Drag Me to Hell,Uni.,"5,863,600","2,510","2,121,400","2,508",5/29,8/6
1203,5,Summer,2009,9,Dance Flick,Par.,"3,574,100","2,459","1,426,700","2,450",5/22,7/23
1204,5,Summer,2009,10,Next Day Air,Sum.,"1,396,500","1,139","551,100","1,138",5/8,7/2
1205,5,Summer,2009,11,Battle for Terra,LGF,"229,400","1,159","145,000","1,159",5/1,9/7
1206,6,Summer,2009,1,Transformers: Revenge of the Fallen,P/DW,"53,900,900","4,293","14,606,700","4,234",6/24,10/15
1207,6,Summer,2009,2,The Hangover,WB,"37,165,900","3,545","6,029,400","3,269",6/5,12/17
1208,6,Summer,2009,3,The Proposal,BV,"21,974,300","3,158","4,507,700","3,056",6/19,11/5
1209,6,Summer,2009,4,The Taking of Pelham 1 2 3,Sony,"8,773,800","3,077","3,133,100","3,074",6/12,8/23
1210,6,Summer,2009,5,Land of the Lost,Uni.,"6,885,600","3,534","2,525,100","3,521",6/5,8/13
1211,6,Summer,2009,6,My Sister's Keeper,WB (NL),"6,594,900","2,606","1,667,900","2,606",6/26,10/8
1212,6,Summer,2009,7,Year One,Sony,"6,035,800","3,024","2,628,700","3,022",6/19,8/16
1213,6,Summer,2009,8,Imagine That,Par.,"2,245,600","3,011","737,700","3,008",6/12,8/20
1214,6,Summer,2009,9,My Life in Ruins,FoxS,"1,161,600","1,165","432,100","1,164",6/5,9/3
1215,7,Summer,2009,1,Harry Potter and the Half-Blood Prince,WB,"40,471,100","4,455","10,433,700","4,325",7/15,12/17
1216,7,Summer,2009,2,Ice Age: Dawn of the Dinosaurs,Fox,"26,346,500","4,102","5,588,500","4,099",7/1,11/22
1217,7,Summer,2009,3,G-Force,BV,"16,004,600","3,697","4,250,300","3,697",7/24,12/3
1218,7,Summer,2009,4,Public Enemies,Uni.,"13,016,700","3,336","3,387,600","3,334",7/1,9/3
1219,7,Summer,2009,5,The Ugly Truth,Sony,"11,917,800","2,975","3,700,500","2,882",7/24,10/4
1220,7,Summer,2009,6,Bruno,Uni.,"8,364,100","2,759","4,104,400","2,756",7/10,8/20
1221,7,Summer,2009,7,Funny People,Uni.,"6,951,100","3,008","3,037,200","3,007",7/31,9/17
1222,7,Summer,2009,8,Orphan,WB,"5,575,300","2,750","1,725,400","2,750",7/24,10/8
1223,7,Summer,2009,9,Aliens in the Attic,Fox,"3,376,200","3,108","1,073,500","3,106",7/31,11/22
1224,7,Summer,2009,10,I Love You Beth Cooper,Fox,"1,984,000","1,872","659,400","1,858",7/10,10/1
1225,7,Summer,2009,11,The Collector,Free,"1,033,800","1,325","479,400","1,325",7/31,9/24
1226,8,Fall,2009,1,G.I. Joe: The Rise of Cobra,Par.,"20,124,700","4,007","7,334,200","4,007",8/7,11/5
1227,8,Fall,2009,2,Inglourious Basterds,Wein.,"16,135,000","3,358","5,101,200","3,165",8/21,12/17
1228,8,Fall,2009,3,District 9,TriS,"15,493,700","3,180","5,007,300","3,049",8/14,11/1
1229,8,Fall,2009,4,Julie & Julia,Sony,"12,604,700","2,528","2,684,700","2,354",8/7,11/29
1230,8,Fall,2009,5,The Final Destination,WB (NL),"8,902,600","3,121","3,674,000","3,121",8/28,11/26
1231,8,Fall,2009,6,The Time Traveler's Wife,WB (NL),"8,494,800","2,988","2,496,400","2,988",8/14,12/3
1232,8,Fall,2009,7,Halloween II (2009),W/Dim.,"4,471,800","3,088","2,191,600","3,025",8/28,11/24
1233,8,Fall,2009,8,(500) Days of Summer,FoxS,"4,339,100","1,048","111,900",27,8/7,11/22
1234,8,Fall,2009,9,Shorts,WB,"2,802,200","3,105","859,300","3,105",8/21,12/17
1235,8,Fall,2009,10,A Perfect Getaway,Uni.,"2,079,800","2,159","797,400","2,159",8/7,9/17
1236,8,Fall,2009,11,"The Goods: Live Hard, Sell Hard",ParV,"2,027,000","1,849","756,300","1,838",8/14,10/1
1237,8,Fall,2009,12,Ponyo,BV,"2,021,800",927,"480,700",927,8/14,11/5
1238,8,Fall,2009,13,Taking Woodstock,Focus,"999,900","1,395","463,500","1,393",8/28,10/1
1239,8,Fall,2009,14,Post Grad,Fox,"855,100","1,959","355,500","1,959",8/21,10/15
1240,8,Fall,2009,15,Bandslam,Sum.,"698,500","2,121","299,100","2,121",8/14,9/24
1241,8,Fall,2009,16,X Games 3D The Movie,BV,"186,500","1,399","112,200","1,399",8/21,9/3
1242,9,Fall,2009,1,Cloudy with a Chance of Meatballs,Sony,"16,496,900","3,119","4,062,300","3,119",9/18,1/28
