,month,season,year,rank,movie_title,prodco,total_tickets,numtheaters,open_tickets,opentheaters,startdate,enddate
535,8,Fall,2005,3,Four Brothers,Par.,"11,621,600","2,649","3,303,700","2,533",8/12,11/22
536,8,Fall,2005,4,Red Eye,DW,"9,031,500","3,134","2,522,300","3,079",8/19,10/13
537,8,Fall,2005,5,The Skeleton Key,Uni.,"7,473,900","2,784","2,505,100","2,771",8/12,10/27
538,8,Fall,2005,6,The Brothers Grimm,Dim.,"5,915,200","3,098","2,354,500","3,087",8/26,10/20
539,8,Fall,2005,7,The Constant Gardener,Focus,"5,238,700","1,387","1,353,200","1,346",8/31,12/1
540,8,Fall,2005,8,Deuce Bigalow: European Gigolo,Sony,"3,494,600","3,127","1,501,800","3,127",8/12,10/2
541,8,Fall,2005,9,Valiant,BV,"3,038,700","2,016","922,700","2,014",8/19,11/17
542,8,Fall,2005,10,The Cave,SGem,"2,341,300","2,195","959,000","2,195",8/26,10/2
543,8,Fall,2005,11,The Great Raid,Mira.,"1,586,200",920,"526,700",819,8/12,10/20
544,8,Fall,2005,12,Supercross,Fox,"484,000","1,621","207,600","1,621",8/17,9/29
545,8,Fall,2005,13,Undiscovered,Lions,"166,800","1,304","105,500","1,304",8/26,9/8
546,9,Fall,2005,1,Flightplan,BV,"13,992,700","3,424","3,842,400","3,424",9/23,3/9
547,9,Fall,2005,2,The Exorcism of Emily Rose,SGem,"11,711,800","3,045","4,688,700","2,981",9/9,11/6
548,9,Fall,2005,3,Tim Burton's Corpse Bride,WB,"8,324,400","3,204","60,600",5,9/23,12/22
549,9,Fall,2005,4,Just Like Heaven,DW,"7,537,900","3,543","2,559,900","3,508",9/16,12/1
550,9,Fall,2005,5,Transporter 2,Fox,"6,723,200","3,320","2,580,500","3,303",9/2,12/29
551,9,Fall,2005,6,A History of Violence,NL,"4,913,700","1,348","80,500",14,9/30,2/9
552,9,Fall,2005,7,Serenity,Uni.,"3,980,400","2,189","1,573,600","2,188",9/30,11/17
553,9,Fall,2005,8,Lord of War,Lions,"3,767,500","2,814","1,464,900","2,814",9/16,11/3
554,9,Fall,2005,9,Into the Blue,Sony,"2,932,100","2,789","1,101,100","2,789",9/30,1/2
555,9,Fall,2005,10,Roll Bounce,FoxS,"2,711,500","1,661","1,181,000","1,625",9/23,1/5
556,9,Fall,2005,11,The Greatest Game Ever Played,BV,"2,392,700","1,810","570,600","1,014",9/30,12/1
557,9,Fall,2005,12,Cry Wolf,Rog.,"1,567,500","1,789","690,800","1,789",9/16,11/3
558,9,Fall,2005,13,An Unfinished Life,Mira.,"1,339,500",888,"157,300",139,9/16,10/20
559,9,Fall,2005,14,The Man,NL,"1,299,600","2,040","634,200","2,040",9/9,10/13
560,9,Fall,2005,15,Proof,Mira.,"1,175,600",517,"30,200",8,9/16,11/24
561,9,Fall,2005,16,Underclassman,Mira.,"882,300","1,132","394,000","1,132",9/2,10/20
562,9,Fall,2005,17,Oliver Twist,Sony,"324,500",779,"10,700",5,9/30,10/16
563,9,Fall,2005,18,A Sound of Thunder,WB,"296,500",816,"143,100",816,9/2,10/6
564,10,Fall,2005,1,Saw II,Lions,"13,578,500","2,949","4,949,400","2,949",10/28,1/5
565,10,Fall,2005,2,Wallace and Gromit: The Curse of the Were-Rabbit,DW,"8,752,800","3,656","2,500,200","3,645",10/7,1/5
566,10,Fall,2005,3,The Legend of Zorro,Sony,"7,245,100","3,520","2,547,300","3,520",10/28,1/2
567,10,Fall,2005,4,In Her Shoes,Fox,"5,129,400","2,840","1,562,800","2,808",10/7,1/29
568,10,Fall,2005,5,Dreamer: Inspired by a True Story,DW,"5,108,500","2,735","1,431,900","2,007",10/21,1/5
569,10,Fall,2005,6,The Fog (2005),SonR,"4,610,000","2,972","1,833,500","2,972",10/14,11/20
570,10,Fall,2005,7,Doom,Uni.,"4,401,300","3,044","2,416,400","3,044",10/21,12/1
571,10,Fall,2005,8,Elizabethtown,Par.,"4,188,800","2,517","1,656,600","2,517",10/14,12/20
572,10,Fall,2005,9,Two for the Money,Uni.,"3,586,800","2,397","1,357,800","2,391",10/7,11/17
573,10,Fall,2005,10,Prime,Uni.,"3,561,200","1,837","970,500","1,827",10/28,12/15
574,10,Fall,2005,11,North Country,WB,"2,860,400","2,555","1,001,900","2,555",10/21,1/12
575,10,Fall,2005,12,Waiting...,Lions,"2,515,500","1,652","939,300","1,652",10/7,11/17
576,10,Fall,2005,13,The Gospel,SGem,"2,461,500",983,"1,173,700",969,10/7,11/20
577,10,Fall,2005,14,The Weather Man,Par.,"1,947,400","1,510","662,800","1,510",10/28,12/20
578,10,Fall,2005,15,Domino,NL,"1,586,500","2,223","728,600","2,223",10/14,11/10
579,10,Fall,2005,16,Stay,Fox,"565,800","1,684","341,400","1,684",10/21,11/27
580,10,Fall,2005,17,Kids in America,Slow,"83,900",701,"68,700",701,10/21,10/27
581,11,Winter,2005,1,Harry Potter and the Goblet of Fire,WB,"45,175,300","3,858","16,019,700","3,858",11/18,4/6
582,11,Winter,2005,2,Chicken Little,BV,"21,107,000","3,658","6,248,000","3,654",11/4,4/13
583,11,Winter,2005,3,Walk the Line,Fox,"18,544,300","3,160","3,486,300","2,961",11/18,5/4
584,11,Winter,2005,4,Jarhead,Uni.,"9,774,100","2,448","4,325,500","2,411",11/4,1/19
585,11,Winter,2005,5,"Yours, Mine and Ours",Par.,"8,319,700","3,210","2,724,000","3,206",11/23,2/16
586,11,Winter,2005,6,Pride and Prejudice,Focus,"5,972,600","1,335","447,000",215,11/23,3/2
587,11,Winter,2005,7,Derailed,Wein.,"5,618,700","2,447","1,905,100","2,443",11/11,2/16
588,11,Winter,2005,8,Just Friends,NL,"5,084,200","2,505","1,433,900","2,505",11/23,2/9
589,11,Winter,2005,9,"Good Night, and Good Luck.",WIP,"4,895,400",929,"65,700",11,11/4,3/16
590,11,Winter,2005,10,Get Rich or Die Tryin',Par.,"4,833,100","1,666","1,875,300","1,652",11/9,2/2
591,11,Winter,2005,11,Zathura,Sony,"4,560,500","3,232","2,094,800","3,223",11/11,12/11
592,11,Winter,2005,12,Rent,SonR,"4,535,900","2,437","1,562,600","2,433",11/23,1/2
593,11,Winter,2005,13,Shopgirl,BV,"1,603,700",493,"35,800",8,11/18,3/23
594,11,Winter,2005,14,In the Mix,Lions,"1,595,000","1,608","694,000","1,608",11/23,12/29
595,11,Winter,2005,15,The Ice Harvest,Focus,"1,406,700","1,555","583,600","1,550",11/23,12/15
596,12,Winter,2005,1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",BV,"45,176,200","3,853","10,227,200","3,616",12/9,5/11
597,12,Winter,2005,2,King Kong,Uni.,"33,770,600","3,627","7,820,600","3,568",12/14,4/6
598,12,Winter,2005,3,Fun with Dick and Jane,Sony,"16,990,000","3,239","2,243,900","3,056",12/21,2/26
599,12,Winter,2005,4,Cheaper by the Dozen 2,Fox,"12,725,700","3,211","1,452,300","3,175",12/21,5/4
600,12,Winter,2005,5,The Family Stone,Fox,"9,290,100","2,469","1,953,400","2,466",12/16,3/30
601,12,Winter,2005,6,Memoirs of a Geisha,Sony,"8,845,300","1,654","106,500",8,12/23,3/12
602,12,Winter,2005,7,Syriana,WB,"7,871,600","1,775","58,400",5,12/9,4/20
603,12,Winter,2005,8,Rumor Has It,WB,"6,615,200","2,815","541,800","2,815",12/25,3/9
604,12,Winter,2005,9,The Ringer,FoxS,"5,454,300","1,853","804,800","1,829",12/23,3/30
605,12,Winter,2005,10,Aeon Flux,Par.,"4,032,700","2,608","1,975,200","2,608",12/2,2/9
606,12,Winter,2005,11,The Producers,Uni.,"2,983,700",978,"24,100",6,12/25,2/23
607,12,Winter,2005,12,Wolf Creek,W/Dim.,"2,499,500","1,761","437,700","1,749",12/25,3/9
608,1,Winter,2006,1,Brokeback Mountain,Focus,"12,712,600","2,089","85,400",5,1/13,4/20
609,1,Winter,2006,2,Big Momma's House 2,Fox,"10,712,400","3,261","4,234,500","3,261",1/27,6/1
610,1,Winter,2006,3,Underworld: Evolution,SGem,"9,514,300","3,207","4,100,300","3,207",1/20,3/12
611,1,Winter,2006,4,Hoodwinked,Wein.,"7,845,300","3,020","1,934,800","2,394",1/13,5/11
612,1,Winter,2006,5,Munich,Uni.,"7,268,900","1,498","647,800",532,1/6,3/30
613,1,Winter,2006,6,Hostel,Lions,"7,225,400","2,337","2,985,700","2,195",1/6,2/16
614,1,Winter,2006,7,Nanny McPhee,Uni.,"7,197,600","2,148","2,214,300","1,995",1/27,5/4
615,1,Winter,2006,8,Glory Road,BV,"6,511,100","2,397","2,075,500","2,222",1/13,5/11
616,1,Winter,2006,9,Last Holiday,Par.,"5,862,600","2,514","1,955,100","2,514",1/13,3/9
617,1,Winter,2006,10,Annapolis,BV,"2,615,000","1,607","1,172,700","1,605",1/27,4/13
618,1,Winter,2006,11,Tristan and Isolde,Fox,"2,249,600","1,845","1,005,100","1,845",1/13,3/30
619,1,Winter,2006,12,The New World,NL,"1,941,100",811,"4,800",3,1/20,4/2
620,1,Winter,2006,13,The Matador,Wein.,"1,922,900",905,"10,800",4,1/27,3/30
621,1,Winter,2006,14,End of the Spear,RM,"1,827,000","1,163","653,600","1,163",1/20,3/9
622,1,Winter,2006,15,Casanova,BV,"1,727,500","1,011","18,600",37,1/6,4/20
623,1,Winter,2006,16,Grandma's Boy,Fox,"929,800","2,016","459,400","2,015",1/6,2/23
624,1,Winter,2006,17,BloodRayne,Rom.,"367,200",985,"236,600",985,1/6,1/22
625,2,Spring,2006,1,The Pink Panther (2006),Sony,"12,553,700","3,477","3,087,100","3,477",2/10,4/16
626,2,Spring,2006,2,Eight Below,BV,"12,459,900","3,122","3,082,200","3,066",2/17,6/1
627,2,Spring,2006,3,Tyler Perry's Madea's Family Reunion,LGF,"9,657,700","2,194","4,584,800","2,194",2/24,4/27
628,2,Spring,2006,4,Curious George,Uni.,"8,910,000","2,609","2,244,800","2,566",2/10,5/4
629,2,Spring,2006,5,Final Destination 3,NL,"8,259,200","2,880","2,927,200","2,880",2/10,4/16
630,2,Spring,2006,6,Firewall,WB,"7,442,900","2,840","2,081,800","2,840",2/10,5/18
631,2,Spring,2006,7,Date Movie,Fox,"7,412,000","2,898","2,912,400","2,896",2/17,6/1
632,2,Spring,2006,8,When a Stranger Calls,SGem,"7,306,900","3,004","3,298,800","2,999",2/3,3/19
633,2,Spring,2006,9,Capote,SPC,"4,427,800","1,239","50,700",12,2/3,4/27
634,2,Spring,2006,10,Freedomland,SonR,"1,910,400","2,361","890,600","2,361",2/17,3/12
635,2,Spring,2006,11,Something New,Focus,"1,750,900","1,265","745,000","1,265",2/3,3/9
636,2,Spring,2006,12,Doogal,Wein.,"1,132,400","2,319","550,500","2,318",2/24,4/13
637,2,Spring,2006,13,Running Scared,NL,"1,046,600","1,611","516,300","1,611",2/24,4/2
638,3,Spring,2006,1,Ice Age: The Meltdown,Fox,"29,821,500","3,969","10,386,800","3,964",3/31,9/7
639,3,Spring,2006,2,Failure to Launch,Par.,"13,544,300","3,202","3,726,900","3,057",3/10,6/22
640,3,Spring,2006,3,Inside Man,Uni.,"13,513,500","2,867","4,420,600","2,818",3/24,7/6
641,3,Spring,2006,4,V for Vendetta,WB,"10,765,000","3,365","3,914,900","3,365",3/17,6/29
642,3,Spring,2006,5,The Shaggy Dog,BV,"9,331,800","3,501","2,490,100","3,501",3/10,7/27
643,3,Spring,2006,6,The Hills Have Eyes,FoxS,"6,378,500","2,621","2,398,200","2,620",3/10,6/22
644,3,Spring,2006,7,16 Blocks,WB,"5,632,800","2,706","1,810,000","2,706",3/3,5/25
645,3,Spring,2006,8,She's the Man,P/DW,"5,151,300","2,631","1,638,200","2,623",3/17,6/1
646,3,Spring,2006,9,Stay Alive,BV,"3,524,700","2,009","1,637,600","2,009",3/24,6/29
647,3,Spring,2006,10,ATL,WB,"3,232,100","1,602","1,764,000","1,602",3/31,5/25
648,3,Spring,2006,11,Aquamarine,Fox,"2,839,300","2,538","1,142,400","2,512",3/3,5/25
649,3,Spring,2006,12,Ultraviolet,SGem,"2,829,900","2,558","1,384,000","2,558",3/3,4/2
650,3,Spring,2006,13,Larry the Cable Guy: Health Inspector,LGF,"2,393,900","1,747","1,056,900","1,710",3/24,5/25
651,3,Spring,2006,14,Dave Chappelle's Block Party,Rog.,"1,789,100","1,200","948,800","1,200",3/3,4/6
652,3,Spring,2006,15,Transamerica,Wein.,"1,377,100",656,"7,300",2,3/3,6/1
653,3,Spring,2006,16,Slither,Uni.,"1,191,200","1,946","592,400","1,945",3/31,4/27
654,3,Spring,2006,17,Basic Instinct 2,Sony,"911,700","1,453","488,800","1,453",3/31,4/16
655,3,Spring,2006,18,The Libertine,Wein.,"738,300",819,"4,300",2,3/10,4/20
656,4,Spring,2006,1,Scary Movie 4,W/Dim.,"13,849,000","3,674","6,140,900","3,602",4/14,8/3
657,4,Spring,2006,2,RV,Sony,"10,950,500","3,651","2,506,100","3,639",4/28,8/20
658,4,Spring,2006,3,The Benchwarmers,SonR,"9,136,400","3,282","3,001,000","3,274",4/7,5/21
659,4,Spring,2006,4,Silent Hill,Sony,"7,172,900","2,932","3,076,700","2,926",4/21,6/18
660,4,Spring,2006,5,The Wild,BV,"5,707,500","2,854","1,478,600","2,854",4/14,8/17
661,4,Spring,2006,6,The Sentinel,Fox,"5,539,000","2,851","2,193,600","2,819",4/21,7/27
662,4,Spring,2006,7,Take the Lead,NL,"5,304,100","3,009","1,839,900","3,009",4/7,6/1
663,4,Spring,2006,8,United 93,Uni.,"4,806,600","1,871","1,752,400","1,795",4/28,7/6
664,4,Spring,2006,9,Stick It,BV,"4,108,500","2,044","1,649,400","2,038",4/28,7/27
665,4,Spring,2006,10,Thank You for Smoking,FoxS,"3,785,300","1,020","40,100",5,4/14,9/14
666,4,Spring,2006,11,Lucky Number Slevin,MGM/W,"3,434,400","1,989","1,073,600","1,984",4/7,7/20
667,4,Spring,2006,12,Akeelah and the Bee,LGF,"2,877,600","2,195","917,800","2,195",4/28,7/20
668,4,Spring,2006,13,Friends with Money,SPC,"2,041,000","1,010","90,000",28,4/21,8/17
669,4,Spring,2006,14,American Dreamz,Uni.,"1,098,000","1,500","559,900","1,500",4/21,5/18
670,4,Spring,2006,15,Phat Girlz,FoxS,"1,078,000","1,060","474,800","1,060",4/7,7/13
671,5,Summer,2006,1,X-Men: The Last Stand,Fox,"35,780,500","3,714","15,687,100","3,690",5/26,9/28
672,5,Summer,2006,2,The Da Vinci Code,Sony,"33,211,600","3,757","11,766,900","3,735",5/19,8/20
673,5,Summer,2006,3,Over the Hedge,P/DW,"23,667,100","4,093","5,871,300","4,059",5/19,9/4
674,5,Summer,2006,4,Mission: Impossible III,Par.,"20,462,600","4,059","7,289,000","4,054",5/5,7/20
675,5,Summer,2006,5,Poseidon,WB,"9,263,300","3,555","3,382,500","3,555",5/12,8/10
676,5,Summer,2006,6,Just My Luck,Fox,"2,645,300","2,543","869,100","2,541",5/12,8/3
677,5,Summer,2006,7,An American Haunting,Free,"2,488,300","1,703","883,000","1,675",5/5,7/23
678,5,Summer,2006,8,See No Evil,LGF,"2,295,100","1,270","699,400","1,257",5/19,7/6
679,5,Summer,2006,9,Hoot,NL,"1,239,300","3,018","514,200","3,018",5/5,6/8
680,5,Summer,2006,10,Goal! The Dream Begins,BV,"653,900","1,007","293,400","1,007",5/12,8/10
681,5,Summer,2006,11,Art School Confidential,SPC,"503,400",762,"20,700",12,5/12,8/17
682,6,Summer,2006,1,Cars,BV,"37,264,600","3,988","9,178,600","3,985",6/9,10/19
683,6,Summer,2006,2,Superman Returns,WB,"30,546,700","4,065","8,020,600","4,065",6/28,11/2
684,6,Summer,2006,3,Click,SonR,"20,970,300","3,764","6,108,600","3,749",6/23,9/24
685,6,Summer,2006,4,The Devil Wears Prada,Fox,"19,044,300","2,882","4,204,200","2,847",6/30,12/14
686,6,Summer,2006,5,The Break-Up,Uni.,"18,122,600","3,146","5,980,600","3,070",6/2,9/7
687,6,Summer,2006,6,Nacho Libre,Par.,"12,244,000","3,083","4,322,100","3,070",6/16,9/4
688,6,Summer,2006,7,The Fast and the Furious: Tokyo Drift,Uni.,"9,544,200","3,030","3,660,100","3,027",6/16,9/7
689,6,Summer,2006,8,The Omen (2006),Fox,"8,337,000","2,723","2,446,800","2,723",6/6,8/31
690,6,Summer,2006,9,The Lake House,WB,"7,989,300","2,645","2,078,800","2,645",6/16,9/21
691,6,Summer,2006,10,Garfield: A Tail of Two Kitties,Fox,"4,340,000","2,981","1,112,800","2,946",6/16,9/28
692,6,Summer,2006,11,Waist Deep,Rog.,"3,258,700","1,006","1,435,800","1,004",6/23,8/3
693,6,Summer,2006,12,A Prairie Home Companion,PicH,"3,105,800",767,"697,100",760,6/9,10/12
694,7,Summer,2006,1,Pirates of the Caribbean: Dead Man's Chest,BV,"64,628,400","4,133","20,707,600","4,133",7/7,12/7
695,7,Summer,2006,2,"You, Me and Dupree",Uni.,"11,546,300","3,137","3,286,300","3,131",7/14,10/5
696,7,Summer,2006,3,Monster House,Sony,"11,246,000","3,553","3,391,900","3,553",7/21,10/22
697,7,Summer,2006,4,Miami Vice,Uni.,"9,687,100","3,026","3,927,300","3,021",7/28,10/5
698,7,Summer,2006,5,Little Man,SonR,"8,953,400","2,537","3,299,700","2,533",7/14,8/27
699,7,Summer,2006,6,Lady in the Water,WB,"6,455,800","3,235","2,754,900","3,235",7/21,9/28
700,7,Summer,2006,7,John Tucker Must Die,Fox,"6,261,300","2,566","2,179,600","2,560",7/28,11/2
701,7,Summer,2006,8,The Ant Bully,WB,"4,296,600","3,050","1,287,400","3,050",7/28,11/16
702,7,Summer,2006,9,Clerks II,MGM/W,"3,686,700","2,150","1,536,100","2,150",7/21,9/28
703,7,Summer,2006,10,My Super Ex-Girlfriend,Fox,"3,439,700","2,702","1,313,500","2,702",7/21,10/12
704,8,Fall,2006,1,Talladega Nights: The Ballad of Ricky Bobby,Sony,"22,628,000","3,807","7,182,000","3,803",8/4,10/15
705,8,Fall,2006,2,Barnyard: The Original Party Animals,Par.,"11,089,700","3,311","2,415,400","3,311",8/4,11/2
706,8,Fall,2006,3,World Trade Center,Par.,"10,729,600","3,021","2,859,700","2,957",8/9,10/19
707,8,Fall,2006,4,Step Up,BV,"9,973,800","2,647","3,154,100","2,467",8/11,10/19
708,8,Fall,2006,5,Little Miss Sunshine,FoxS,"9,140,400","1,602","56,600",7,8/18,3/29
709,8,Fall,2006,6,Invincible,BV,"8,825,500","2,987","2,600,200","2,917",8/25,11/16
710,8,Fall,2006,7,Accepted,Uni.,"5,545,600","2,917","1,530,400","2,914",8/18,10/19
711,8,Fall,2006,8,Snakes on a Plane,NL,"5,194,000","3,555","2,107,800","3,555",8/18,11/9
712,8,Fall,2006,9,The Descent,LGF,"3,973,200","2,095","1,360,500","2,095",8/4,10/12
713,8,Fall,2006,10,Pulse,W/Dim.,"3,093,800","2,323","1,252,500","2,323",8/11,10/12
714,8,Fall,2006,11,Beerfest,WB,"2,929,000","2,964","1,073,500","2,964",8/25,11/2
715,8,Fall,2006,12,How to Eat Fried Worms,NL,"1,990,900","1,870","611,200","1,870",8/25,10/12
716,8,Fall,2006,13,Idlewild,Uni.,"1,919,300",975,"877,200",973,8/25,10/5
717,8,Fall,2006,14,Zoom,SonR,"1,830,400","2,501","688,600","2,501",8/11,9/17
718,8,Fall,2006,15,Material Girls,MGM,"1,748,000","1,509","702,800","1,509",8/18,10/26
719,8,Fall,2006,16,The Night Listener,Mira.,"1,196,400","1,370","542,600","1,367",8/4,9/7
720,9,Fall,2006,1,Open Season,Sony,"12,993,200","3,833","3,606,800","3,833",9/29,-
721,9,Fall,2006,2,Jackass: Number Two,Par.,"11,111,300","3,063","4,427,800","3,059",9/22,11/30
722,9,Fall,2006,3,The Guardian,BV,"8,398,000","3,241","2,749,000","3,241",9/29,1/4
723,9,Fall,2006,4,The Illusionist,YFG,"6,085,900","1,438","141,700",51,9/1,2/15
724,9,Fall,2006,5,Gridiron Gang,Sony,"5,867,600","3,510","2,200,700","3,504",9/15,10/22
725,9,Fall,2006,6,Crank,LGF,"4,250,100","2,515","1,596,500","2,515",9/1,10/19
726,9,Fall,2006,7,Jet Li's Fearless,Rog.,"3,760,900","1,810","1,616,800","1,806",9/22,11/16
727,9,Fall,2006,8,The Wicker Man,WB,"3,610,600","2,784","1,467,200","2,784",9/1,11/16
728,9,Fall,2006,9,The Covenant,SGem,"3,569,500","2,681","1,351,500","2,681",9/8,10/15
729,9,Fall,2006,10,The Black Dahlia,Uni.,"3,442,000","2,236","1,527,600","2,226",9/15,10/26
730,9,Fall,2006,11,School for Scoundrels,MGM/W,"2,718,700","3,007","1,313,300","3,004",9/29,12/21
731,9,Fall,2006,12,Everyone's Hero,Fox,"2,217,300","2,898","925,500","2,896",9/15,12/7
732,9,Fall,2006,13,Hollywoodland,Focus,"2,202,500","1,551","904,800","1,548",9/8,10/26
733,9,Fall,2006,14,Flyboys,MGM,"1,998,600","2,033","916,700","2,033",9/22,12/21
734,9,Fall,2006,15,The Protector (2006),W/DD,"1,838,800","1,541","768,600","1,541",9/8,11/9
735,9,Fall,2006,16,The Last Kiss (2006),P/DW,"1,773,300","1,359","706,600","1,357",9/15,10/26
736,9,Fall,2006,17,All the King's Men,Sony,"1,102,500","1,520","560,700","1,514",9/22,10/15
737,9,Fall,2006,18,Crossover,Sony,"1,070,200","1,023","575,200","1,023",9/1,9/24
738,10,Fall,2006,1,The Departed,WB,"20,120,800","3,017","4,105,000","3,017",10/6,3/22
739,10,Fall,2006,2,Saw III,LGF,"12,250,200","3,167","5,131,400","3,167",10/27,12/14
740,10,Fall,2006,3,The Prestige,BV,"8,099,700","2,305","2,259,800","2,281",10/20,2/8
741,10,Fall,2006,4,The Texas Chainsaw Massacre: The Beginning,NL,"6,033,100","2,820","2,825,700","2,820",10/6,1/4
742,10,Fall,2006,5,The Grudge 2,Sony,"5,976,200","3,214","3,179,400","3,211",10/13,11/12
743,10,Fall,2006,6,Man of the Year,Uni.,"5,698,800","2,626","1,877,800","2,515",10/13,11/30
744,10,Fall,2006,7,Flags of Our Fathers,P/DW,"5,130,100","2,375","1,564,200","1,876",10/20,12/14
745,10,Fall,2006,8,Employee of the Month,LGF,"4,342,700","2,579","1,741,600","2,579",10/6,11/30
746,10,Fall,2006,9,Flicka,Fox,"3,205,000","2,877","1,176,100","2,877",10/20,2/8
747,10,Fall,2006,10,The Marine,Fox,"2,876,500","2,545","1,089,900","2,545",10/13,1/25
748,10,Fall,2006,11,Marie Antoinette,Sony,"2,437,000",870,"818,500",859,10/20,12/3
749,10,Fall,2006,12,One Night with the King,8X,"2,045,200",909,"629,100",909,10/13,12/7
750,10,Fall,2006,13,Catch a Fire,Focus,"656,500","1,306","309,500","1,305",10/27,11/23
751,11,Winter,2006,1,Happy Feet,WB,"30,011,700","3,804","6,341,000","3,804",11/17,5/10
752,11,Winter,2006,2,Casino Royale,Sony,"25,428,700","3,443","6,234,100","3,434",11/17,3/18
753,11,Winter,2006,3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Fox,"19,593,800","2,611","4,039,000",837,11/3,3/25
754,11,Winter,2006,4,The Santa Clause 3: The Escape Clause,BV,"12,890,200","3,458","2,977,700","3,458",11/3,2/8
755,11,Winter,2006,5,Flushed Away,P/DW,"9,851,100","3,707","2,872,400","3,707",11/3,3/1
756,11,Winter,2006,6,Deja Vu,BV,"9,753,200","3,108","3,141,200","3,108",11/22,3/1
757,11,Winter,2006,7,The Queen,Mira.,"8,403,000","1,850","18,600",3,11/17,5/17
758,11,Winter,2006,8,Stranger Than Fiction,Sony,"6,207,800","2,270","2,047,500","2,264",11/10,-
759,11,Winter,2006,9,Deck the Halls,Fox,"5,353,300","3,205","1,832,300","3,205",11/22,2/8
760,11,Winter,2006,10,Babel,ParV,"5,127,600","1,251","59,400",7,11/10,3/29
761,11,Winter,2006,11,Bobby,MGM/W,"1,714,700","1,670","10,500",2,11/23,-
762,11,Winter,2006,12,The Fountain,WB,"1,547,000","1,472","575,400","1,472",11/22,2/8
763,11,Winter,2006,13,Tenacious D in: The Pick of Destiny,NL,"1,272,200","1,919","493,900","1,919",11/22,1/4
764,11,Winter,2006,14,The Return,Rog.,"1,183,200","1,986","683,900","1,986",11/10,12/14
765,11,Winter,2006,15,A Good Year,Fox,"1,138,500","2,067","568,200","2,066",11/10,1/25
766,11,Winter,2006,16,For Your Consideration,WIP,"846,000",625,"56,800",23,11/22,1/25
767,11,Winter,2006,17,Let's Go to Prison,Uni.,"706,900","1,495","338,900","1,495",11/17,12/14
768,11,Winter,2006,18,Harsh Times,MGM,"509,600",956,"300,500",956,11/10,12/14
769,12,Winter,2006,1,Night at the Museum,Fox,"37,041,600","3,768","4,646,400","3,685",12/22,6/24
770,12,Winter,2006,2,The Pursuit of Happyness,Sony,"24,353,100","3,169","4,052,200","2,852",12/15,3/18
771,12,Winter,2006,3,Dreamgirls,P/DW,"15,192,300","2,797","57,900",3,12/25,4/19
772,12,Winter,2006,4,Charlotte's Web (2006),Par.,"12,361,100","3,745","1,749,200","3,566",12/15,3/22
773,12,Winter,2006,5,Eragon,Fox,"11,258,600","3,030","3,548,100","3,020",12/15,4/8
774,12,Winter,2006,6,Rocky Balboa,MGM,"10,487,400","3,019","1,856,200","3,017",12/20,3/29
775,12,Winter,2006,7,The Holiday,Sony,"9,506,800","2,698","1,951,000","2,610",12/8,1/28
776,12,Winter,2006,8,The Good Shepherd,Uni.,"8,890,300","2,250","1,513,300","2,215",12/22,3/8
777,12,Winter,2006,9,Blood Diamond,WB,"8,565,600","1,920","1,320,400","1,910",12/8,4/12
778,12,Winter,2006,10,Apocalypto,BV,"7,681,900","2,465","2,290,900","2,465",12/8,3/8
779,12,Winter,2006,11,We Are Marshall,WB,"6,454,000","2,606","933,500","2,606",12/22,3/8
780,12,Winter,2006,12,The Nativity Story,NL,"5,724,100","3,083","1,198,400","3,083",12/1,1/18
781,12,Winter,2006,13,Unaccompanied Minors,WB,"2,523,500","2,775","887,900","2,775",12/8,3/8
782,12,Winter,2006,14,Black Christmas (2006),MGM/W,"2,418,000","1,544","568,500","1,544",12/25,-
783,12,Winter,2006,15,Turistas,FoxA,"1,072,200","1,572","547,000","1,570",12/1,1/25
784,12,Winter,2006,16,National Lampoon's Van Wilder: The Rise of Taj,MGM,"656,200","1,979","353,200","1,979",12/1,-
785,1,Winter,2007,1,Stomp the Yard,SGem,"8,918,100","2,169","3,173,400","2,051",1/12,3/18
786,1,Winter,2007,2,Epic Movie,Fox,"5,776,100","2,840","2,705,300","2,801",1/26,5/3
787,1,Winter,2007,3,Pan's Labyrinth,PicH,"5,470,100","1,143","86,800",17,1/19,6/14
788,1,Winter,2007,4,Freedom Writers,Par.,"5,320,600","2,286","1,367,100","1,360",1/5,3/15
789,1,Winter,2007,5,Smokin' Aces,Uni.,"5,201,700","2,219","2,127,700","2,218",1/26,3/15
790,1,Winter,2007,6,Children of Men,Uni.,"5,171,800","1,524","76,500",16,1/5,3/15
791,1,Winter,2007,7,Notes on a Scandal,FoxS,"2,546,500",682,"63,300",22,1/26,5/24
792,1,Winter,2007,8,The Hitcher (2007),Rog.,"2,394,300","2,836","1,136,400","2,831",1/19,3/18
793,1,Winter,2007,9,Happily N'Ever After,LGF,"2,265,900","2,381","960,500","2,381",1/5,2/15
794,1,Winter,2007,10,Catch and Release,Sony,"2,258,600","1,622","1,113,200","1,622",1/26,3/18
795,1,Winter,2007,11,Alpha Dog,Uni.,"2,225,200","1,292","932,100","1,289",1/12,2/22
796,1,Winter,2007,12,Arthur and the Invisibles,MGM/W,"2,199,500","2,248",n/a,1,1/12,5/10
